"","plotid","npp","siteid","plot","mean.height","height.2","mean.height.var","mean.height.rms","transect.length","mode.el","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","mean.peak.vai","deep.gaps","deep.gap.fraction","porosity","std.std","mean.std","rugosity","top.rugosity","plot_1","mean.return.ht","sd.return.ht","sky.fraction","cover.fraction","max.ht","scan.density","rumple","clumping.index","enl","X","aPAR_mean","bPAR_mean","tau_mean","LAI_mean","fPAR_mean","aPAR_sd","bPAR_sd","tau_sd","LAI_sd","fPAR_sd","regime_sd"
"11","GRSM_057",13.2189285372413,"GRSM",NA,14.6949768366667,7.145398571,51.0583548433333,16.3362474733333,40,14.3666666666667,7.162381017,10.2723798203333,36.803,23.4748666666667,7.041237346,3.06836902033333,0,0,0.74610954,3396.64368433333,41.2303230333333,40.5435537033333,10.0033979756667,NA,10.133533253,8.009015257,5.12157132233333,94.8784286766667,36.803,660.375,8.175,0.940178177,29.5683466,14,1773.833333,82.06666667,0.044,8.296666667,0.954204256,49.67860036,96.32327514,0.052,1.053960784,0.053371155,0
"12","GRSM_058",8.11417312551744,"GRSM",NA,17.98720711,6.9191807495,51.30295207,19.27077837,35,17.595833335,7.3798305465,8.4090990925,37.618,23.646770835,6.2071066765,2.841172713,0,0,0.795765857,3538.29571315,32.75722553,40.026522145,9.5488603705,NA,13.714989935,7.95737805,12.4256538385,87.57434616,37.618,603.57916665,6.2708333335,0.9071605005,24.53760047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","GRSM_060",9.27475773344377,"GRSM",NA,13.77202268,5.485361099,30.5424233233333,14.8520086766667,43.3333333333333,12.8433333333333,6.519042897,7.38094111433333,32.367,20.8558533333333,6.677669451,2.62685979833333,0,0,0.689686598333333,1745.20082853333,27.7909973766667,27.7258924966667,7.07075705233333,NA,10.3187310703333,7.28245612666667,5.15797895,94.84202105,32.367,629.99,5.115,0.912600776333333,25.4612195333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","GRSM_061",6.14820306196084,"GRSM",NA,13.9900752033333,5.25730835633333,27.7566244833333,14.92724359,43.3333333333333,14.2433333333333,6.12954281666667,8.09248870433333,31.337,21.416665,6.703206775,2.61746293933333,0,0,0.677350609666667,1495.91625366667,28.3074111933333,25.8978245366667,6.34715528533333,NA,10.2063722113333,6.773703282,8.98925564566667,91.0107443533333,31.337,609.461666666667,5.73333333333333,0.913213083333333,24.80876333,15,1601.433333,57.96666667,0.036,5.34,0.96402018,73.75922541,33.81454322,0.02007486,0.444409721,0.02020799,0
"15","GRSM_064",6.13199895417097,"GRSM",NA,10.91886382,6.35703160133333,40.5428395366667,12.6029945966667,40,11.1666666666667,7.75533211333333,8.91686171233333,33.5233333333333,18.409775,7.605703126,3.48714664233333,0,0,0.738347339,2264.83615266667,33.02856788,33.6294819333333,9.86519307733333,NA,6.44257594066667,6.20410222966667,0.983710986666667,99.0162890133333,33.5233333333333,612.783333333333,10.0083333333333,0.894507788333333,24.3617941333333,16,1586.866667,23.4,0.014333333,8.326666667,0.985150868,110.8065582,6.390618123,0.004932883,0.682959247,0.004563352,0
"16","GRSM_065",15.5830678944092,"GRSM",NA,10.449360615,4.477958826,20.072223935,11.346378675,40,10.775,6.741427611,6.822253609,25.532,16.483575,7.2000991145,2.862224106,0,0,0.651095546,675.7015342,19.521280075,15.761368905,6.1109002855,NA,6.527342692,4.6166671255,3.678724897,96.321275105,25.532,651.775,6.1,0.9020235605,20.126389675,17,1808.95,43.05,0.0235,8.32,0.976060767,79.54951288,9.687362902,0.006363961,0.721248917,0.006407981,0
"17","GRSM_066",5.57557572689324,"GRSM",NA,11.223432244,5.98122698466667,36.3062190333333,12.68863464,40,9.54166666666667,7.861711519,8.026563896,32.3553333333333,18.9964666666667,7.23970797566667,3.50552281733333,0,0,0.777012289,1848.19967066667,29.88172808,30.35558195,9.360457003,NA,7.33298501966667,6.37273028666667,2.93269395166667,97.06730605,32.3553333333333,514.708333333333,8.225,0.917471614666667,22.9019239133333,18,1537.1,38.66666667,0.021,7.26,0.974836952,145.6361562,26.37694701,0.021,1.196536669,0.016767599,0
"18","HARV_033",0.120207544097367,"HARV",NA,13.64243084,4.567278947,20.8948052566667,14.3912807733333,40,14,5.88591578266667,6.911422917,25.9906666666667,19.375425,7.56211741466667,3.115751226,0,0,0.673460182,974.7596594,23.5790611266667,19.9452391366667,5.54707913066667,NA,9.68285620266667,5.92889314366667,1.24305246033333,98.75694754,26.13,306.883333333333,4.90833333333333,0.928440424,21.7074916,19,260.6,15.8,0.112,3.015,0.910304067,251.0229073,6.788225099,0.03959798,0.799030663,0.060351146,0
"19","HARV_035",3.09489342281824,"HARV",NA,9.7421391675,2.161630089,4.8951265165,9.986776148,40,10.3625,5.795861647,3.1118222835,17.336,12.2701125,7.7358220755,3.274876114,0,0,0.5257309945,83.391886855,7.260991069,5.14275145,2.549635912,NA,6.464414011,3.149953803,1.2996136985,98.7003863,18.292,369.95,3.425,0.7613307305,13.076675695,21,86.7,24.95,0.3005,1.535,0.698577954,17.96051224,6.01040764,0.126572114,0.459619408,0.131765882,0
"20","HARV_037",3.21813798292178,"HARV",NA,9.356581164,4.33255980266667,18.8616910366667,10.292576716,40,9.28333333333333,5.517036543,5.72765706766667,21.514,13.5722583333333,7.406502679,3.12075953733333,0,0,0.645454545666667,228.831758166667,10.8097714083333,9.89800976066667,5.05039094666667,NA,6.61836743566667,4.803178963,1.82470945333333,98.1752905466667,21.5256666666667,361.25,4.175,0.885721109,17.24977842,23,617.7666667,64.53333333,0.278666667,2.636666667,0.850647859,378.4189389,15.67460792,0.207051523,1.835329217,0.128330989,0.577350269
"21","HARV_039",3.55094051264671,"HARV",NA,9.564534276,4.5920721395,21.124949145,10.6254532445,40,9.675,6.6542900235,6.5502039625,24.0775,14.923125,7.202046837,3.3594678825,0,0,0.701282051,545.80867995,16.90895792,15.95680734,6.357924599,NA,6.4173190315,5.103695717,2.6053222655,97.394677735,24.0775,310.85,5.575,0.9189050195,19.197683505,25,708.9,64.2,0.096,3.17,0.909437156,NA,NA,NA,NA,NA,NA
"22","HARV_040",0.686757687999634,"HARV",NA,8.554755696,3.84760157,14.80403784,9.360437058,40,8.55,7.988250926,5.178604901,23.861,11.079725,7.876041351,3.771056173,0,0,0.724,367.2952401,10.81322193,15.82306771,5.291873135,NA,5.12992236,4.043267018,0.302366014,99.69763399,23.861,330.85,4.575,0.820002132,14.40544629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","HARV_041",7.07964349656323,"HARV",NA,10.550142051,4.11233639566667,17.3535128,11.3047950856667,40,10.6916666666667,7.310169376,5.57131743266667,21.158,13.7588916666667,7.07328397033333,3.29853934933333,0,0,0.701280664,388.746394566667,12.4240396053333,14.0716766166667,4.993879637,NA,7.24256109533333,4.82125119233333,3.99292073666667,96.0070792666667,21.158,329.325,4.28333333333333,0.921593256333333,17.0728536733333,26,1123.8,46.6,0.045333333,4.813333333,0.955788214,186.3230528,18.01443865,0.026501572,1.075003876,0.024850905,0.577350269
"24","HARV_043",3.66985312210927,"HARV",NA,10.7748835793333,3.068842419,9.71021241333333,11.2201533033333,40,11.1,7.50145248633333,4.19532392566667,19.7396666666667,13.5754666666667,7.559398372,3.24059331566667,0,0,0.649283246,143.546246526667,8.578833054,7.89585913333333,3.78416161633333,NA,7.59223110933333,3.70477643166667,2.543829977,97.4561700233333,19.7396666666667,292.508333333333,4.13333333333333,0.887574574,15.3515865966667,28,29.7,20,0.732,0.42,0.294235589,14.42497834,6.222539674,0.134350288,0.254558441,0.133269248,0
"25","HARV_044",4.57181705728823,"HARV",NA,9.20904622066667,4.02568591233333,17.11344411,10.0401862823333,40,9.275,6.82210316933333,5.48045110333333,20.9556666666667,13.1101083333333,7.61070646366667,3.29324046833333,0,0,0.66229798,317.319153236667,11.8817473403333,11.1959808776667,4.91835372833333,NA,6.25805962966667,4.41117504833333,0.890717475333333,99.1092825233333,20.9556666666667,322.516666666667,4.725,0.872662937333333,15.7938638366667,29,119.1333333,39.03333333,0.373333333,1.406666667,0.633891217,30.52168628,12.69107298,0.197021149,0.722311106,0.225482341,0
"26","HARV_048",5.05587396581524,"HARV",NA,9.874857952,3.71615066033333,13.8237185266667,10.551481549,40,9.925,6.99558335166667,4.580277239,21.6336666666667,11.9567666666667,7.706258191,4.03100981633333,0,0,0.713198954,135.10354894,7.361464041,8.85030682966667,4.544754666,NA,7.116781305,4.10879209133333,1.05622664366667,98.9437733566667,21.6336666666667,324.858333333333,4.33333333333333,0.885833711333333,15.0971459766667,32,296.25,16.15,0.229,2.66,0.768975016,359.9880623,2.899137803,0.288499567,2.276883835,0.290516031,0
"27","HARV_049",5.14341201931106,"HARV",NA,8.78472749833333,3.07874698233333,9.515741587,9.300992741,40,8.9,7.04719194433333,3.97216945666667,20.0636666666667,11.2732833333333,7.81859251833333,3.62136675033333,0,0,0.684478715666667,124.35928934,7.03871477033333,8.515544107,4.03632105933333,NA,5.98909847,3.42497039266667,0.473948409666667,99.52605159,20.0693333333333,286.2,3.68333333333333,0.802611176,12.8628890733333,33,44.4,6.8,0.148,2.22,0.846846847,NA,NA,NA,NA,NA,NA
"28","HARV_050",8.50377258704207,"HARV",NA,8.041823515,3.68119064166667,13.6042850233333,8.82702688333333,40,7.78333333333333,7.203270526,4.86823472766667,24.5576666666667,11.6851666666667,7.74685594833333,3.80973748766667,0,0,0.754944923333333,492.484045066667,12.71196014,18.0851249833333,6.20697810833333,NA,5.066491826,4.06140926633333,0.864614273,99.13538573,24.5576666666667,333.866666666667,6.05,0.804830608333333,13.9423092633333,34,204.6,18.15,0.1175,2.73,0.882392175,127.844906,3.889087297,0.094045202,1.032375901,0.092495839,0
"29","HARV_051",0.390266598700438,"HARV",NA,8.17450813466667,3.86037743833333,15.7216358823333,9.02327810833333,40,8.04166666666667,6.351304646,5.33482760666667,21.7703333333333,12.5127333333333,7.610808661,3.57071202266667,0,0,0.710677426666667,337.445779266667,11.785825832,12.923693341,5.95671462033333,NA,5.25056643533333,3.947745305,0.831723373,99.1682766266667,21.7703333333333,325.141666666667,4.69166666666667,0.817206690666667,14.6349063966667,35,862.6333333,32.56666667,0.044666667,4.706666667,0.960609771,313.0716425,14.87088879,0.025658007,0.454899256,0.021248688,0.577350269
"30","HARV_052",2.38747035944081,"HARV",NA,11.2357290856667,3.22206313033333,10.5149173596667,11.6779799866667,40,11.6833333333333,6.81562260333333,3.87911027233333,22.3196666666667,13.4693666666667,7.763475115,3.44004752133333,0,0,0.648886693,62.7075664233333,5.77497462533333,5.33794321633333,3.66748327966667,NA,8.351609379,3.62063106166667,1.269384119,98.73061588,22.9246666666667,341.291666666667,3.09166666666667,0.783025176,14.50041545,36,199.6666667,13.53333333,0.072333333,3.533333333,0.932928516,63.19970991,4.829423706,0.031564748,0.353600528,0.004437835,0
"31","OSBS_025",0.043228824049318,"OSBS",NA,5.59569671266667,5.41250375966667,30.3310727833333,7.82758834933333,40,5.43333333333333,5.41091795033333,5.330438509,15.613,6.10164166666667,1.83495500233333,1.00174138966667,20,0.5,0.896111111333333,2.861921716,0.627619108333333,1.42957909466667,5.89155282633333,NA,9.66840534233333,2.24296303233333,69.0914038033333,30.9085961966667,15.613,236.566666666667,2.69166666666667,0.937946700666667,8.38353644733333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","OSBS_026",1.87462987487111,"OSBS",NA,5.130063825,5.32369277233333,28.3532588466667,7.35094674366667,40,5.025,6.950321708,5.321479088,15.115,5.54846666666667,2.231163485,1.35643966033333,19.3333333333333,0.483333333333333,0.886296296333333,4.11964913,0.850260663666667,1.67248451033333,5.81677047933333,NA,8.938912891,2.852922051,63.0330622766667,36.9669377233333,15.115,249.275,2.65833333333333,0.961386941333333,10.521671282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","OSBS_027",1.58177466784468,"OSBS",NA,5.155277036,5.654760929,32.5930558633333,7.67048247433333,40,4.89166666666667,6.906323029,5.39503772866667,16.6366666666667,5.54004166666667,2.06842368466667,1.18375571833333,21.3333333333333,0.533333333333333,0.909840686333333,3.10331804633333,0.648968257333333,1.484180167,6.21524180233333,NA,10.5068297083333,3.28116501,65.2432022166667,34.7567977833333,16.6366666666667,249.866666666667,2.51666666666667,0.966827135666667,11.1242574266667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","OSBS_028",0.285485800771629,"OSBS",NA,2.6585199895,4.0089345535,16.104219645,4.808876509,40,2.5,7.5254931855,3.7975376275,10.771,2.74025,0.637279351,0.538308325,27,0.675,0.9375,0.021867849,0.047996658,0.1051092995,4.075962435,NA,8.1567059035,1.8034149495,88.17134936,11.828650638,10.771,704.7375,2.3,0.95129342,4.4454045565,39,2094.433333,1572.933333,0.742333333,0.966666667,0.24751868,40.02903113,286.1294521,0.135901925,0.57726366,0.149108005,0
"35","OSBS_029",1.24648081566241,"OSBS",NA,5.383646605,3.07932035966667,9.57654681833333,6.18366680166667,40,5.10833333333333,6.40451363133333,3.06175588633333,11.1436666666667,5.97600833333333,3.41473358066667,1.90011226866667,8,0.2,0.763320707333333,2.86946042966667,0.875866229,1.38971123266667,3.448641349,NA,5.72957015566667,1.94500464366667,39.3869695266667,60.6130304733333,11.1436666666667,253.075,3,0.894463908,7.641360343,40,1964.133333,1206.8,0.609333333,1.42,0.385438085,47.68913224,96.78310803,0.04441096,0.117898261,0.049371422,0
"36","OSBS_030",0.914752983109425,"OSBS",NA,7.216904492,4.22599049366667,18.1027731933333,8.45411499866667,40,7.025,5.385895173,4.35541826366667,15.916,8.33555833333333,2.95527985033333,1.55276475766667,11.3333333333333,0.283333333333333,0.823919340333333,13.336865889,1.81635242466667,2.71904479133333,5.031441075,NA,8.54778640866667,2.567994215,48.7549326866667,51.2450673133333,16.1486666666667,245.916666666667,3.625,0.922963943666667,10.162233015,41,1917.2,1294.366667,0.675,0.953333333,0.32377826,25.56931755,219.3359372,0.124,0.453468117,0.124132541,0
"37","OSBS_031",0.296660327543763,"OSBS",NA,5.08829217933333,4.70097976933333,22.4219483166667,6.949511465,43.3333333333333,4.85666666666667,6.50667366,4.646855929,14.7823333333333,5.623015,2.39523291233333,1.45614944466667,18.6666666666667,0.433333333333333,0.864372710666667,7.57371594033333,1.12690012266667,2.42392939433333,5.10250706733333,NA,7.799536955,3.34148658533333,60.2532984933333,39.7467015066667,14.882,233.735,2.505,0.96400479,11.0269409063333,42,2124.733333,1392.266667,0.651,1.333333333,0.343635881,61.22910528,79.91284836,0.049959984,0.235442845,0.057248536,0
"38","OSBS_032",1.01471509851316,"OSBS",NA,5.80610415466667,4.73160911366667,22.45845191,7.486170349,43.3333333333333,5.59333333333333,7.473099957,4.722199659,15.4163333333333,6.29583166666667,2.95479389266667,1.910107419,12.3333333333333,0.293333333333333,0.853446759333333,4.862387364,0.997312933,1.71686487666667,5.00593411866667,NA,7.49808421266667,3.71768368433333,51.18312759,48.81687241,15.4226666666667,244.118333333333,3.18833333333333,0.950967422666667,10.7058570373333,43,2181.333333,1464.833333,0.669333333,1.153333333,0.328164763,34.62085114,62.71916241,0.035019042,0.086216781,0.036165497,0
"39","OSBS_033",0.497004526472783,"OSBS",NA,7.86018421766667,4.82890732233333,23.3550417966667,9.204237392,46.6666666666667,7.60833333333333,7.62369874266667,4.762612049,16.4386666666667,8.67871944433333,4.02157233633333,2.37298190166667,9.66666666666667,0.213888889,0.820516569,6.12701757766667,1.33974192433333,2.02723053033333,5.20561033933333,NA,9.576734941,3.071092797,38.6166479233333,61.3833520766667,16.573,279.180555566667,3.461111111,0.932418027,11.2475147823333,44,1922.8,1189.9,0.617333333,1.153333333,0.380147274,24.91505569,300.3935585,0.15921474,0.512867754,0.160802647,0
"40","OSBS_034",0.240968758009686,"OSBS",NA,8.90963904866667,5.617779478,31.6555144066667,10.626804065,40,8.68333333333333,6.61589707966667,5.75717943333333,19.981,9.96329166666667,4.06327762366667,2.147190225,10,0.25,0.83791866,18.612287509,2.19083116066667,3.445622107,6.06582286,NA,10.1565675383333,3.965715667,38.86606166,61.13393834,19.981,278.325,3.725,0.952645295,14.3997651033333,45,2024.3,937.0666667,0.460666667,1.933333333,0.538436828,37.72108164,235.8449561,0.108721356,0.489523578,0.108803097,0
"41","OSBS_035",1.03163998354551,"OSBS",NA,6.0350411275,6.3217992095,39.995042325,8.7154448915,40,5.9,6.658847273,6.277631553,17.5235,6.521925,1.7477773155,1.0686886765,19,0.475,0.899013158,2.5430442155,0.7130231205,1.385247653,6.788164779,NA,10.185442935,3.3434436005,65.851202385,34.148797615,17.5235,456.45,3.8375,0.954613769,10.632010835,46,2081.533333,1534.9,0.733,0.906666667,0.262940045,28.10984406,376.289875,0.175579042,0.655769268,0.177531136,0
"42","OSBS_036",0.598164458841304,"OSBS",NA,6.41976123166667,4.83293233833333,23.56528293,8.18472406866667,40,6.1,5.10548556966667,4.64788819,15.1903333333333,7.090875,2.35207195333333,1.517440387,16.6666666666667,0.416666666666667,0.885577224333333,5.37004999933333,0.922441651333333,1.45447120733333,5.365710172,NA,9.9495287,2.07934599466667,60.35215383,39.64784617,15.1903333333333,248.65,3.125,0.925247176333333,7.88750866,47,2098.966667,1565.233333,0.739666667,0.95,0.254895432,44.50632914,308.1231788,0.137536662,0.564003546,0.141016882,0
"43","OSBS_037",0.243785796475894,"OSBS",NA,5.81380171125,6.57105178125,43.25738843,8.72970250425,35,5.6541666665,4.914632236,6.49263428,17.73,6.4640604165,1.37626258025,0.683951856,19.5,0.5458333335,0.895003225,6.68504193125,0.993096654,2.201848855,7.30031723675,NA,11.683585575,2.49912201325,81.007058945,18.992941055,17.73,842.94791665,3.6541666665,0.93368083225,8.84944343175,48,2025.82,1715.52,0.9,0.29,0.152829099,46.99076505,65.15475424,0.072969172,0.235690475,0.037681014,0
"44","OSBS_038",1.78067164504776,"OSBS",NA,5.80913041533333,4.45761733333333,19.96467143,7.329056432,40,5.50833333333333,5.44154019333333,4.34461380866667,13.9933333333333,6.461475,2.479307895,1.405863142,13.6666666666667,0.341666666666667,0.827082166333333,1.21327092766667,0.658669525666667,0.871275927666667,4.96060347666667,NA,7.98241809966667,2.303569879,52.4369315,47.5630685,13.9933333333333,253.525,3.19166666666667,0.889624831333333,8.23438787,49,1898.333333,1007.233333,0.529,1.33,0.469916091,15.15794621,187.861181,0.095015788,0.36373067,0.094755321,0
"45","OSBS_039",0.107933087198188,"OSBS",NA,3.10781697133333,4.152686948,17.68624062,5.15350679933333,40,2.91666666666667,6.86885063866667,3.95228142266667,12.0736666666667,3.36691666666667,1.69471963133333,1.03451313166667,24.6666666666667,0.616666666666667,0.907440476333333,0.66440772,0.313722087666667,0.721701377333333,4.51565354966667,NA,7.19471929966667,2.163353258,72.1176806066667,27.8823193933333,12.0736666666667,257.625,2.40833333333333,0.956491833,7.500971365,50,1981.566667,1452.833333,0.733333333,0.82,0.264983538,71.68970172,159.2746789,0.100201464,0.331511689,0.100482174,0
"46","OSBS_040",0.0812697392089506,"OSBS",NA,8.246222774,5.18028113,26.9984889066667,9.81388355666667,40,7.86666666666667,7.01903600866667,5.402375279,18.1746666666667,9.56823333333333,3.80022668266667,2.100826441,8,0.2,0.824306923666667,40.2842134583333,2.91554215433333,4.98529286666667,5.57116580133333,NA,9.63693386433333,3.84119201033333,35.2363777,64.7636223,18.6723333333333,276.75,3.41666666666667,0.947165368666667,13.731393605,51,2103.166667,1305.233333,0.617666667,1.326666667,0.378719617,18.86964052,454.5043491,0.215323787,0.77021642,0.219789812,0
"47","OSBS_041",0.644477216091041,"OSBS",NA,5.031921136,6.01175654133333,40.71762593,7.83517641633333,40,4.98333333333333,4.07302352233333,5.981953828,16.2206666666667,5.19651666666667,0.852472489333333,0.497518794,24.6666666666667,0.616666666666667,0.934015345333333,2.33046304433333,0.449267774,1.09942150666667,6.25010943533333,NA,10.956948343,2.539905887,79.1457882866667,20.8542117133333,38.658,723.333333333333,3.33333333333333,0.962322798666667,8.54654282833333,52,2124.966667,1756.866667,0.823333333,0.6,0.173971568,32.88104824,277.693092,0.122867137,0.473180727,0.122504213,0
"48","OSBS_042",1.50742885069809,"OSBS",NA,8.27144355166667,5.41458070633333,29.4136856933333,9.913569486,40,8.025,6.22480390833333,5.44699966033333,18.0483333333333,9.41328333333333,2.89464605966667,1.46949846733333,11,0.275,0.810258284666667,10.0100161906667,1.60418616266667,2.555740611,6.14478025966667,NA,10.57818027,2.74784633166667,49.0279067333333,50.9720932666667,18.0483333333333,259.533333333333,2.86666666666667,0.896503893666667,10.9842627306667,53,1395.066667,601.8333333,0.428666667,1.44,0.570384361,38.93871253,150.4402318,0.096464156,0.304466747,0.096512515,0
"49","OSBS_043",0.462716197460469,"OSBS",NA,4.37783381866667,4.367285316,19.19236015,6.15388106133333,40,4.16666666666667,7.081413484,4.25987458933333,12.1176666666667,4.66233333333333,2.23681456533333,1.38692783966667,18.6666666666667,0.466666666666667,0.868253968333333,1.63513494266667,0.568732411,1.110999774,4.67070477866667,NA,7.240733804,2.220559312,61.2759127833333,38.7240872166667,12.1176666666667,256.158333333333,3.09166666666667,0.947915230666667,8.22585010933333,54,2100.2,1184.866667,0.561,1.49,0.438415596,109.30892,223.3832879,0.07542546,0.277308492,0.075039052,0
"50","OSBS_044",1.11944602180483,"OSBS",NA,8.39467419666667,5.44830629,31.12455755,10.0260720713333,40,8.15,6.49619906633333,5.463085157,16.9236666666667,9.16265833333333,3.60510519633333,2.09788298666667,9.33333333333333,0.233333333333333,0.835119047666667,8.07793518133333,1.26109892333333,2.295117143,5.78939063433333,NA,9.54267889133333,3.42882872566667,42.9832645333333,57.0167354666667,16.9236666666667,261.866666666667,3.075,0.945116688333333,12.1183359203333,55,1500.3,830.2,0.547333333,1.453333333,0.446862798,31.46156385,115.0062172,0.073221126,0.298719489,0.074056855,0
