"","plotid","npp"
"106","ORNL_059",7.25190839736756
"107","ORNL_060",23.3745690257972
"108","ORNL_061",7.926428743226
"109","ORNL_062",6.95264090879969
"110","ORNL_063",5.25536583627727
"111","OSBS_025",0.043228824049318
"112","OSBS_026",1.87462987487111
"113","OSBS_027",1.58177466784468
"114","OSBS_028",0.285485800771629
"115","OSBS_029",1.24648081566241
"116","OSBS_030",0.914752983109425
"117","OSBS_031",0.296660327543763
"118","OSBS_032",1.01471509851316
"119","OSBS_033",0.497004526472783
"120","OSBS_034",0.240968758009686
"121","OSBS_035",1.03163998354551
"122","OSBS_036",0.598164458841304
"123","OSBS_037",0.243785796475894
"124","OSBS_038",1.78067164504776
"125","OSBS_039",0.107933087198188
"126","OSBS_040",0.0812697392089506
"127","OSBS_041",0.644477216091041
"128","OSBS_042",1.50742885069809
"129","OSBS_043",0.462716197460469
"130","OSBS_044",1.11944602180483
"131","SCBI_045",0.522690563788619
"132","SCBI_046",5.74831829408169
"133","SCBI_047",7.70723142498118
"134","SCBI_048",4.54851774507874
"135","SCBI_049",2.59011872603789
"136","SCBI_050",15.1415680732305
"137","SCBI_051",3.46827967108567
"138","SCBI_052",0.434433452269895
"139","SCBI_053",2.05054815342205
"140","SCBI_054",6.24186413777343
"141","SCBI_055",3.31332332171843
"142","SCBI_056",5.1035378983775
"143","SCBI_057",5.93697744199215
"144","SCBI_058",3.73560041968383
"145","SCBI_061",0.550803695488801
"146","SCBI_062",0.937574817294365
"147","SCBI_063",7.97297693644467
"148","SCBI_064",5.83708631882459
"149","SCBI_066",1.93877149401865
"150","SCBI_067",3.93504552193793
"151","SERC_043",3.32491564076859
"152","SERC_044",5.52796066040933
"153","SERC_045",16.3598133641506
"154","SERC_047",6.39192944243606
"155","SERC_048",6.99696104180443
"156","SERC_049",6.62684018010201
"157","SERC_050",3.57907592407342
"158","SERC_051",3.04290399247354
"159","SERC_052",20.2250337084296
"160","SERC_053",12.745866679104
"161","SERC_054",6.54894325708536
"162","SERC_055",6.62241130867415
"163","SERC_056",7.40923703520971
"164","SERC_057",3.85140764314396
"165","SERC_058",5.63456831574551
"166","SERC_059",15.5522415980106
"167","SERC_060",17.5920398090661
"168","SERC_061",19.1476854887184
"169","SERC_062",18.4269229040731
"170","SERC_067",22.0949685875963
"171","TALL_042",4.43273796998565
"172","TALL_043",4.08345708559056
"173","TALL_044",6.17042953996979
"174","TALL_045",2.59978514601765
"175","TALL_046",7.56442840361722
"176","TALL_047",14.5484252278209
"177","TALL_048",0.365057125639677
"178","TALL_049",1.94440043745542
"179","TALL_050",0.193359928883073
"180","TALL_051",2.12833564909045
"181","TALL_052",0.763693658250706
"182","TALL_053",1.96836865912722
"183","TALL_054",1.13090215320119
"184","TALL_055",2.48535675412144
"185","TALL_056",0.981002769886921
"186","TALL_057",1.80467692723419
"187","TALL_058",1.45174606282711
"188","TALL_059",0.768527987047268
"189","TALL_060",2.6603213909914
"190","TALL_061",0.785702640036929
"191","TREE_025",5.56265923444749
"192","TREE_039",3.87526329835523
"193","TREE_040",4.06042904854097
"194","TREE_041",3.98644221618934
"195","TREE_042",5.40951745100595
"196","TREE_043",2.90823403365847
"197","TREE_044",0.884280987446518
"198","TREE_045",6.85629346588363
"199","TREE_046",3.03867326477752
"200","TREE_047",2.68810657217101
"201","TREE_048",1.09297423769616
"202","TREE_049",8.03628323798894
"203","TREE_050",1.19331202050079
"204","TREE_051",2.45677639412811
"205","TREE_052",2.11889418976478
"206","TREE_053",0
"207","TREE_054",0
"208","TREE_055",3.67554824338165
"209","TREE_056",0.83420694473461
"210","TREE_057",5.19258988780941
"211","UNDE_037",0.824572673277151
"212","UNDE_043",1.5394346952447
"213","UNDE_044",4.16249821734253
"214","UNDE_045",2.99132020090506
"215","UNDE_047",1.60518493752369
"216","UNDE_048",1.78458048598317
"217","UNDE_049",3.73409492117205
"218","UNDE_050",4.2755558976159
"219","UNDE_052",2.56459451262112
"220","UNDE_054",2.66736489415046
"221","UNDE_055",8.19255868969937
"222","UNDE_056",4.67712924330853
"223","UNDE_057",0
"224","UNDE_058",0
"225","UNDE_059",16.9026122078835
"226","UNDE_060",1.25122598344561
"227","UNDE_061",3.18665234051616
"228","UNDE_065",3.43928024751592
"229","UNDE_078",0
"230","JERC_047",0
"231","JERC_048",0
"232","JERC_049",0
"233","JERC_050",0
"234","JERC_051",0
"235","JERC_052",0
"236","JERC_053",0
"237","JERC_054",0
"238","JERC_056",0
"239","JERC_057",0
"240","JERC_058",0
"241","JERC_059",0
"242","JERC_060",0
"243","JERC_061",0
"244","JERC_062",0
"245","JERC_063",0
"246","JERC_064",0
"247","JERC_065",0
"248","JERC_066",0
"249","LENO_001",0
"250","LENO_002",0
"251","LENO_003",0
"252","LENO_004",0
"253","LENO_005",0
"254","LENO_006",0
"255","LENO_007",0
"256","LENO_008",0
"257","LENO_009",0
"258","LENO_010",0
"259","LENO_011",0
"260","LENO_012",0
"261","LENO_013",0
"262","LENO_014",0
"263","LENO_015",0
"264","LENO_016",0
"265","LENO_017",0
"266","LENO_018",0
"267","LENO_021",0
"268","LENO_022",0
"269","MLBS_061",0
"270","MLBS_062",0
"271","MLBS_063",0
"272","MLBS_064",0
"273","MLBS_065",0
"274","MLBS_066",0
"275","MLBS_067",0
"276","MLBS_068",0
"277","MLBS_069",0
"278","MLBS_070",0
"279","MLBS_071",0
"280","MLBS_072",0
"281","MLBS_073",0
"282","MLBS_074",0
"283","MLBS_075",0
"284","MLBS_076",0
"285","ORNL_001",0
"286","ORNL_002",0
"287","ORNL_003",0
"288","ORNL_004",0
"289","ORNL_006",0
"290","ORNL_007",0
"291","ORNL_008",0
"292","ORNL_009",0
"293","ORNL_010",0
"294","ORNL_012",0
"295","ORNL_014",0
"296","ORNL_021",0
"297","ORNL_027",0
"298","ORNL_029",0
"299","ORNL_031",0
"300","ORNL_032",0
"301","ORNL_033",0
"302","ORNL_035",0
"303","ORNL_044",0
"304","ORNL_066",0
"305","SCBI_002",0
"306","SCBI_003",0
"307","SCBI_004",0
"308","SCBI_005",0
"309","SCBI_007",0
"310","SCBI_008",0
"311","SCBI_010",0
"312","SCBI_011",0
"313","SCBI_013",0
"314","SCBI_014",0
"315","SCBI_015",0
"316","SCBI_016",0
"317","SCBI_017",0
"318","SCBI_018",0
"319","TREE_001",0
"320","TREE_005",0
"321","TREE_009",0
"322","TREE_010",0
"323","TREE_011",0
"324","TREE_012",0
"325","TREE_014",0
"326","TREE_016",0
"327","TREE_017",0
"328","TREE_019",0
"329","TREE_060",0
"330","UNDE_038",0
"331","MLBS_061",7.91302229529942
"332","MLBS_062",2.78383933711098
"333","MLBS_063",2.99678096340929
"334","MLBS_064",5.83919946287123
"335","MLBS_065",2.52155986433781
"336","MLBS_066",6.10200516073925
"337","MLBS_067",6.823514865983
"338","MLBS_068",2.09384263322619
"339","MLBS_069",6.94868313796141
"340","MLBS_070",3.4088249423502
"341","MLBS_071",1.71417362809882
"342","MLBS_072",5.98362911830384
"343","MLBS_073",4.50259037152805
"344","MLBS_074",1.51161722672026
"345","MLBS_075",15.4638725500358
"346","MLBS_076",5.05953214030415
