"","plotid","npp"
"1","BART_032",0
"2","BART_033",1.95735451023415
"3","BART_034",0
"4","BART_036",2.5363363718956
"5","BART_037",2.05493206089543
"6","BART_039",1.13576143948109
"7","BART_040",0
"8","BART_041",0
"9","BART_042",0
"10","BART_044",0
"11","BART_046",4.55325753388553
"12","BART_047",0
"13","BART_050",6.54353051316888
"14","BART_051",0
"15","BART_070",1.72917091000934
"16","BART_071",1.30307526894485
"17","BART_072",4.94619821979145
"18","BART_073",0
"19","BART_074",0
"20","BART_075",3.86545732072916
"21","DELA_037",6.86574099061268
"22","DELA_038",5.73988842999326
"23","DELA_039",8.83384949439059
"24","DELA_040",2.78184507873506
"25","DELA_041",5.69111763977009
"26","DELA_042",4.3323057362415
"27","DELA_043",9.31993362350691
"28","DELA_044",4.21719059487756
"29","DELA_045",16.7704059783536
"30","DELA_046",5.55607735546873
"31","DELA_047",6.24804997418213
"32","DELA_048",13.7490251253389
"33","DELA_049",0
"34","DELA_050",6.68561637833725
"35","DELA_051",5.64853010551131
"36","DELA_052",8.22739413629095
"37","DELA_053",7.43135984648003
"38","DELA_054",5.93168693603071
"39","DELA_055",19.8305301001916
"40","DELA_056",15.3369615149502
"41","GRSM_047",2.13447336870925
"42","GRSM_048",9.00420842584625
"43","GRSM_049",5.11201571558629
"44","GRSM_050",18.6321550514128
"45","GRSM_051",0.219086928805538
"46","GRSM_052",3.85966728782938
"47","GRSM_053",14.023428386873
"48","GRSM_054",3.06375420849457
"49","GRSM_055",15.3576849993439
"50","GRSM_056",1.66250119842018
"51","GRSM_057",13.2189285372413
"52","GRSM_058",8.11417312551744
"53","GRSM_059",9.21560442714069
"54","GRSM_060",9.27475773344377
"55","GRSM_061",6.14820306196084
"56","GRSM_062",0
"57","GRSM_063",7.98720407603934
"58","GRSM_064",6.13199895417097
"59","GRSM_065",15.5830678944092
"60","GRSM_066",5.57557572689324
"61","HARV_033",0.120207544097367
"62","HARV_034",0
"63","HARV_035",3.09489342281824
"64","HARV_036",0
"65","HARV_037",3.21813798292178
"66","HARV_038",0
"67","HARV_039",3.55094051264671
"68","HARV_040",0.686757687999634
"69","HARV_041",7.07964349656323
"70","HARV_042",0
"71","HARV_043",3.66985312210927
"72","HARV_044",4.57181705728823
"73","HARV_045",0
"74","HARV_046",2.66301513008998
"75","HARV_047",0
"76","HARV_048",5.05587396581524
"77","HARV_049",5.14341201931106
"78","HARV_050",8.50377258704207
"79","HARV_051",0.390266598700438
"80","HARV_052",2.38747035944081
"81","LENO_061",3.64987716591536
"82","LENO_062",4.6689041194591
"83","LENO_063",2.23324289823059
"84","LENO_064",12.6623709558383
"85","LENO_065",12.514811047887
"86","LENO_066",4.14145021433437
"87","LENO_067",1.56076603005626
"88","LENO_068",4.72561298924337
"89","LENO_069",22.9591815466526
"90","LENO_070",4.30794277156417
"91","ORNL_036",27.551860273415
"92","ORNL_037",5.94096095530384
"93","ORNL_043",10.6116786083673
"94","ORNL_045",3.22191724687658
"95","ORNL_046",5.74679208881826
"96","ORNL_049",4.3643108182074
"97","ORNL_050",19.7799728802026
"98","ORNL_051",5.2389964425018
"99","ORNL_052",3.36646986307884
"100","ORNL_053",13.7946290254492
"101","ORNL_054",11.8868915226818
"102","ORNL_055",4.50504056469097
"103","ORNL_056",4.22729353118525
"104","ORNL_057",16.0590551862235
"105","ORNL_058",6.28799493592224
