"","plotid","siteid","n","richness","simpsons.taxon","shannon.taxon","simpsons.genus","shannon.genus","simpsons.fam","shannon.fam","genus.rich","family.rich","plot","mean.height","height.2","mean.height.var","mean.height.rms","mode.el","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","mean.peak.vai","deep.gaps","deep.gap.fraction","porosity","std.std","mean.std","rugosity","top.rugosity","mean.return.ht","sd.return.ht","sky.fraction","cover.fraction","max.ht","scan.density","rumple","clumping.index","enl"
"11","BART_050","BART",181,12,0.650532319967061,1.46129626807618,0.645218624314801,1.40645512923548,0.615560853305678,1.28094615885333,10,8,NA,8.67491493733333,3.16337853766667,10.1525724916667,9.22696961066667,8.55,7.273904463,4.04980306733333,21.0373333333333,11.442025,7.44183884033333,3.35109251266667,0,0,0.678342637,122.37093474,6.79979147466667,8.102680338,4.75270972766667,5.990878927,3.145781496,3.95516098133333,96.0448390166667,21.0373333333333,318.958333333333,4.725,0.825299498333333,13.7555524833333
"12","BART_051","BART",156,10,0.693378916352,1.47812263235235,0.685210308275226,1.40619946432273,0.609030042324666,1.08636398753672,8,5,NA,8.92036988233333,3.54973029666667,12.60858055,9.593407605,9.025,7.033002382,4.846293207,19.7763333333333,12.5106333333333,7.20411177633333,3.22624124633333,0,0,0.622303585,120.9436585,7.92220995533333,7.59995532366667,4.50621145033333,6.06806362166667,3.55645031866667,2.85023307466667,97.1497669233333,19.7763333333333,328.366666666667,4.275,0.878882735333333,15.57402778
"13","BART_072","BART",92,5,0.706525088585054,1.31803832298199,0.706525088585054,1.31803832298199,0.704263722432241,1.2964044451369,5,4,NA,8.325919391,3.09923687633333,9.66643028666667,8.874695507,8.29166666666667,6.567641788,4.301595447,19.2396666666667,12.05335,7.86389434133333,3.31034875466667,0,0,0.639053030333333,171.43452299,9.80995644066667,7.98182455466667,4.490473249,5.179547919,3.00917318233333,0.177528385333333,99.8224716166667,19.2396666666667,325.425,4.09166666666667,0.844406193,14.5366937
"14","BART_073","BART",134,9,0.718228453021614,1.46374016856109,0.713008732361029,1.37047323002942,0.70386503188804,1.2840555388866,7,5,NA,9.46412376,2.68632420133333,7.328498539,9.83032919666667,9.54166666666667,6.299056797,3.57122980766667,19.2016666666667,12.843175,7.54144266366667,2.91004557166667,0,0,0.598063909666667,85.5417211133333,7.43661382366667,5.19744749633333,3.39547708633333,6.615955995,3.22235124133333,1.30251203066667,98.69748797,19.2016666666667,306.05,3.475,0.823483937333333,13.96026271
"15","BART_074","BART",82,5,0.48489998058002,0.916575468300517,0.482972224732864,0.874782960591833,0.471447174588493,0.793151093434312,4,3,NA,8.13064893666667,3.23487751766667,10.500755301,8.75298676133333,7.775,7.11334334166667,4.31597558133333,19.6986666666667,12.5375333333333,7.111190844,3.10987082433333,0,0,0.634706331333333,144.96077997,9.110716372,7.45762172933333,4.35976027933333,5.58070702033333,3.67534374566667,2.93290749366667,97.0670925066667,19.6986666666667,333.016666666667,4.33333333333333,0.887565248333333,15.6336118766667
"16","GRSM_050","GRSM",93,13,0.563857876201461,1.21507506226449,0.542429660291872,1.04760879258439,0.542429660291872,1.04760879258439,11,10,NA,10.4225564245,4.9294687985,26.22053794,11.5470960875,9.8479166675,6.99852435075,6.3198524135,29.5785,17.18154375,6.628538159,3.05181719575,0,0,0.730516493,755.4666991,17.5815227925,19.9581296825,7.38560329725,7.1821723425,5.264063717,14.2851872945,85.714812705,29.5785,684.966666675,5.19791666675,0.9048453895,21.8406906325
"17","GRSM_053","GRSM",170,10,0.33273689299694,0.804902522251445,0.327662087455169,0.711352597406566,0.327662087455169,0.711352597406566,8,8,NA,14.0485179233333,9.150408378,85.74128473,16.7261658266667,13.0333333333333,7.646812445,11.749432485,39.3966666666667,21.7865166666667,7.36456248333333,3.742664918,0,0,0.792434371,6757.02045,50.04142202,62.6752296366667,13.1492504233333,9.367962521,9.57340102566667,1.68680686033333,98.31319314,39.3966666666667,569.141666666667,10.4333333333333,0.929263587666667,28.7462818933333
"18","GRSM_055","GRSM",76,14,0.573282189936728,1.25671304202265,0.5698430719495,1.21747271816193,0.5698430719495,1.21747271816193,13,12,NA,13.1479411966667,7.169904905,51.83857967,14.9833680933333,13.025,7.73634093633333,9.56333581633333,36.533,21.368125,7.33759360933333,3.258531242,0,0,0.767024666333333,3000.251193,36.9938916433333,39.7393224966667,10.1612270363333,8.09901075666667,7.11575593566667,2.608756396,97.3912436033333,36.533,570.175,8.99166666666667,0.934219322666667,27.4227820166667
"19","GRSM_057","GRSM",142,17,0.73171960826998,1.72808908296985,0.72850866906821,1.69264574191127,0.717691059151655,1.63736065633801,15,14,NA,14.6949768366667,7.145398571,51.0583548433333,16.3362474733333,14.3666666666667,7.162381017,10.2723798203333,36.803,23.4748666666667,7.041237346,3.06836902033333,0,0,0.74610954,3396.64368433333,41.2303230333333,40.5435537033333,10.0033979756667,10.133533253,8.009015257,5.12157132233333,94.8784286766667,36.803,660.375,8.175,0.940178177,29.5683466
"20","GRSM_058","GRSM",98,14,0.645482370754275,1.53616590127654,0.630599103342914,1.36092486004754,0.630599103342914,1.36092486004754,10,10,NA,17.98720711,6.9191807495,51.30295207,19.27077837,17.595833335,7.3798305465,8.4090990925,37.618,23.646770835,6.2071066765,2.841172713,0,0,0.795765857,3538.29571315,32.75722553,40.026522145,9.5488603705,13.714989935,7.95737805,12.4256538385,87.57434616,37.618,603.57916665,6.2708333335,0.9071605005,24.53760047
"21","GRSM_060","GRSM",157,18,0.622657010574048,1.47621319289472,0.586887873357511,1.35886673975408,0.584640319322842,1.30817202715365,16,13,NA,13.77202268,5.485361099,30.5424233233333,14.8520086766667,12.8433333333333,6.519042897,7.38094111433333,32.367,20.8558533333333,6.677669451,2.62685979833333,0,0,0.689686598333333,1745.20082853333,27.7909973766667,27.7258924966667,7.07075705233333,10.3187310703333,7.28245612666667,5.15797895,94.84202105,32.367,629.99,5.115,0.912600776333333,25.4612195333333
"22","GRSM_061","GRSM",159,19,0.838213840026229,2.14649204951492,0.817382709922591,1.95088691196371,0.801820374935239,1.76323137371943,15,10,NA,13.9900752033333,5.25730835633333,27.7566244833333,14.92724359,14.2433333333333,6.12954281666667,8.09248870433333,31.337,21.416665,6.703206775,2.61746293933333,0,0,0.677350609666667,1495.91625366667,28.3074111933333,25.8978245366667,6.34715528533333,10.2063722113333,6.773703282,8.98925564566667,91.0107443533333,31.337,609.461666666667,5.73333333333333,0.913213083333333,24.80876333
"23","GRSM_064","GRSM",114,16,0.722366311009548,1.6486094749052,0.686956920895944,1.46222839548415,0.682891496298746,1.39984894809129,13,12,NA,10.91886382,6.35703160133333,40.5428395366667,12.6029945966667,11.1666666666667,7.75533211333333,8.91686171233333,33.5233333333333,18.409775,7.605703126,3.48714664233333,0,0,0.738347339,2264.83615266667,33.02856788,33.6294819333333,9.86519307733333,6.44257594066667,6.20410222966667,0.983710986666667,99.0162890133333,33.5233333333333,612.783333333333,10.0083333333333,0.894507788333333,24.3617941333333
"24","GRSM_065","GRSM",83,17,0.781245958791603,1.89953326346208,0.77954530133703,1.84799702691669,0.773058809416655,1.74246614677066,14,11,NA,10.449360615,4.477958826,20.072223935,11.346378675,10.775,6.741427611,6.822253609,25.532,16.483575,7.2000991145,2.862224106,0,0,0.651095546,675.7015342,19.521280075,15.761368905,6.1109002855,6.527342692,4.6166671255,3.678724897,96.321275105,25.532,651.775,6.1,0.9020235605,20.126389675
"25","GRSM_066","GRSM",68,20,0.852229154779436,2.27862402178449,0.842155291387186,2.13127854529764,0.842150177804469,2.12906253829035,16,15,NA,11.223432244,5.98122698466667,36.3062190333333,12.68863464,9.54166666666667,7.861711519,8.026563896,32.3553333333333,18.9964666666667,7.23970797566667,3.50552281733333,0,0,0.777012289,1848.19967066667,29.88172808,30.35558195,9.360457003,7.33298501966667,6.37273028666667,2.93269395166667,97.06730605,32.3553333333333,514.708333333333,8.225,0.917471614666667,22.9019239133333
"26","HARV_033","HARV",255,13,0.798505962867216,1.78760532713295,0.795336469840833,1.75481964513967,0.695587561981541,1.33118042536339,10,7,NA,13.64243084,4.567278947,20.8948052566667,14.3912807733333,14,5.88591578266667,6.911422917,25.9906666666667,19.375425,7.56211741466667,3.115751226,0,0,0.673460182,974.7596594,23.5790611266667,19.9452391366667,5.54707913066667,9.68285620266667,5.92889314366667,1.24305246033333,98.75694754,26.13,306.883333333333,4.90833333333333,0.928440424,21.7074916
"27","HARV_034","HARV",235,11,0.426388189510227,0.916414360038737,0.423538053185636,0.897686581882537,0.259784889196076,0.548927557617585,8,6,NA,7.54139815,4.971376997,24.74531182,9.0208812225,7.3375,6.4904062445,6.4723604205,28.0645,13.0158875,7.018536325,3.299007856,0,0,0.7704310345,1183.095791,18.455717565,27.30819409,8.6131919055,4.992317599,5.566904771,4.68703979,95.31296021,28.0645,346.3875,6,0.753482047,14.807237525
"28","HARV_035","HARV",407,11,0.636305864539059,1.33861043143722,0.584836331755686,1.05493368041057,0.584389484774579,1.03580573335149,8,7,NA,9.7421391675,2.161630089,4.8951265165,9.986776148,10.3625,5.795861647,3.1118222835,17.336,12.2701125,7.7358220755,3.274876114,0,0,0.5257309945,83.391886855,7.260991069,5.14275145,2.549635912,6.464414011,3.149953803,1.2996136985,98.7003863,18.292,369.95,3.425,0.7613307305,13.076675695
"29","HARV_036","HARV",526,22,0.806089688141033,1.86740335629338,0.714102694515306,1.46730793489823,0.70920227997449,1.39901949003679,15,10,NA,12.74021772,4.861061535,23.744208,13.6277885566667,11.8333333333333,6.362672182,7.26059988466667,27.449,18.4276833333333,7.333565498,3.07125116366667,0,0,0.712898615,940.536278933333,22.4305618466667,20.2478480533333,6.252108944,9.52769903833333,6.01565186433333,1.89254549566667,98.1074545066667,27.449,343.525,5.90833333333333,0.941599412666667,22.69206503
"30","HARV_037","HARV",183,7,0.495147354460362,1.0285106811405,0.495147354460362,1.0285106811405,0.48041123548852,0.973084518571204,7,6,NA,9.356581164,4.33255980266667,18.8616910366667,10.292576716,9.28333333333333,5.517036543,5.72765706766667,21.514,13.5722583333333,7.406502679,3.12075953733333,0,0,0.645454545666667,228.831758166667,10.8097714083333,9.89800976066667,5.05039094666667,6.61836743566667,4.803178963,1.82470945333333,98.1752905466667,21.5256666666667,361.25,4.175,0.885721109,17.24977842
"31","HARV_038","HARV",244,12,0.763303010143447,1.68200299624543,0.747786009828254,1.53118581832,0.647268281353522,1.16254560151235,9,7,NA,6.98912976,3.32112143333333,11.3172945916667,7.755544957,7.06666666666667,7.71822337733333,4.591011359,22.8813333333333,9.80048333333333,7.77730077433333,3.768524426,0,0,0.7363711,194.1822425,7.45736506,11.2374602976667,5.58491181566667,4.652472878,3.436876677,0.738733518333333,99.2612664833333,22.8813333333333,326.425,4.15,0.768307376,11.8058584566667
"32","HARV_039","HARV",252,11,0.774130542188359,1.67654311091657,0.772783342484505,1.64726326353918,0.697309663131588,1.2662619463214,8,5,NA,9.564534276,4.5920721395,21.124949145,10.6254532445,9.675,6.6542900235,6.5502039625,24.0775,14.923125,7.202046837,3.3594678825,0,0,0.701282051,545.80867995,16.90895792,15.95680734,6.357924599,6.4173190315,5.103695717,2.6053222655,97.394677735,24.0775,310.85,5.575,0.9189050195,19.197683505
"33","HARV_040","HARV",161,8,0.687956584407611,1.4215301676935,0.69504250025528,1.46838855680364,0.670850948824716,1.31592303906318,8,7,NA,8.554755696,3.84760157,14.80403784,9.360437058,8.55,7.988250926,5.178604901,23.861,11.079725,7.876041351,3.771056173,0,0,0.724,367.2952401,10.81322193,15.82306771,5.291873135,5.12992236,4.043267018,0.302366014,99.69763399,23.861,330.85,4.575,0.820002132,14.40544629
"34","HARV_041","HARV",273,17,0.709864767691159,1.77656546544975,0.699344525088976,1.61760026716043,0.608938403249944,1.31620012900035,12,10,NA,10.550142051,4.11233639566667,17.3535128,11.3047950856667,10.6916666666667,7.310169376,5.57131743266667,21.158,13.7588916666667,7.07328397033333,3.29853934933333,0,0,0.701280664,388.746394566667,12.4240396053333,14.0716766166667,4.993879637,7.24256109533333,4.82125119233333,3.99292073666667,96.0070792666667,21.158,329.325,4.28333333333333,0.921593256333333,17.0728536733333
"35","HARV_042","HARV",198,11,0.697179125365923,1.34728260059448,0.697148879835129,1.34347275225841,0.597337087406079,1.02068904646448,10,7,NA,8.10512129533333,4.08685284466667,17.3347501566667,9.057131376,7.91666666666667,7.857888115,5.41967791933333,23.311,12.9256833333333,7.41306253666667,3.478610675,0,0,0.717402777666667,499.901765666667,13.7072663666667,17.14343726,6.60259924166667,5.558962601,4.43174611933333,1.470297196,98.5297028033333,23.311,304.916666666667,5.275,0.851710689333333,15.7087191533333
"36","HARV_043","HARV",211,8,0.64510484640437,1.36213136230966,0.643991902460755,1.33167067708346,0.583110373673634,1.07871458255276,7,5,NA,10.7748835793333,3.068842419,9.71021241333333,11.2201533033333,11.1,7.50145248633333,4.19532392566667,19.7396666666667,13.5754666666667,7.559398372,3.24059331566667,0,0,0.649283246,143.546246526667,8.578833054,7.89585913333333,3.78416161633333,7.59223110933333,3.70477643166667,2.543829977,97.4561700233333,19.7396666666667,292.508333333333,4.13333333333333,0.887574574,15.3515865966667
"37","HARV_044","HARV",281,17,0.621445564825462,1.49057862468293,0.60143140941545,1.32534338799917,0.589979919784718,1.17953673482167,12,9,NA,9.20904622066667,4.02568591233333,17.11344411,10.0401862823333,9.275,6.82210316933333,5.48045110333333,20.9556666666667,13.1101083333333,7.61070646366667,3.29324046833333,0,0,0.66229798,317.319153236667,11.8817473403333,11.1959808776667,4.91835372833333,6.25805962966667,4.41117504833333,0.890717475333333,99.1092825233333,20.9556666666667,322.516666666667,4.725,0.872662937333333,15.7938638366667
"38","HARV_045","HARV",386,11,0.721196249208088,1.57856014472991,0.699727476324523,1.39831201456067,0.681596213335071,1.26297348365642,9,6,NA,11.5661597833333,5.40845007866667,29.7421892066667,12.7548852533333,11.225,6.874904778,6.83567088766667,24.6146666666667,17.0395416666667,7.07296651533333,3.100171207,0,0,0.689295465333333,692.580205066667,18.34505734,17.96525416,6.16619650566667,8.60464362633333,6.185572764,2.79841763133333,97.20158237,24.6146666666667,393.858333333333,5.94166666666667,0.947116073666667,21.35015475
"39","HARV_047","HARV",344,12,0.70154022360101,1.48581580789574,0.673880449075642,1.25699021428324,0.651199452604149,1.15693316821424,9,8,NA,8.961123257,3.8649469885,14.95017244,9.766591734,9.3375,6.456170956,5.2101984885,20.396,12.1623875,7.3771022835,3.767496961,0,0,0.6907880435,260.50616925,10.5773505125,11.98446357,5.0846869495,6.196855906,4.148317894,3.195290861,96.80470914,21.126,586.075,4.0625,0.886469095,14.660519705
"40","HARV_048","HARV",396,14,0.622496797734366,1.33426048250257,0.611412355307392,1.26095045780088,0.558722501745651,1.07297468249858,11,8,NA,9.874857952,3.71615066033333,13.8237185266667,10.551481549,9.925,6.99558335166667,4.580277239,21.6336666666667,11.9567666666667,7.706258191,4.03100981633333,0,0,0.713198954,135.10354894,7.361464041,8.85030682966667,4.544754666,7.116781305,4.10879209133333,1.05622664366667,98.9437733566667,21.6336666666667,324.858333333333,4.33333333333333,0.885833711333333,15.0971459766667
"41","HARV_049","HARV",339,11,0.542530175114108,1.08105722625012,0.539066341574153,1.03232070902785,0.52265564180943,0.958274183360346,10,7,NA,8.78472749833333,3.07874698233333,9.515741587,9.300992741,8.9,7.04719194433333,3.97216945666667,20.0636666666667,11.2732833333333,7.81859251833333,3.62136675033333,0,0,0.684478715666667,124.35928934,7.03871477033333,8.515544107,4.03632105933333,5.98909847,3.42497039266667,0.473948409666667,99.52605159,20.0693333333333,286.2,3.68333333333333,0.802611176,12.8628890733333
"42","HARV_050","HARV",514,15,0.751011795008997,1.60757945981712,0.742704407442364,1.49336786203495,0.688105402023726,1.29768670208364,11,7,NA,8.041823515,3.68119064166667,13.6042850233333,8.82702688333333,7.78333333333333,7.203270526,4.86823472766667,24.5576666666667,11.6851666666667,7.74685594833333,3.80973748766667,0,0,0.754944923333333,492.484045066667,12.71196014,18.0851249833333,6.20697810833333,5.066491826,4.06140926633333,0.864614273,99.13538573,24.5576666666667,333.866666666667,6.05,0.804830608333333,13.9423092633333
"43","HARV_051","HARV",280,15,0.754715152298096,1.66182482582492,0.74773927283041,1.5802039220852,0.727533392959947,1.42293626617997,13,8,NA,8.17450813466667,3.86037743833333,15.7216358823333,9.02327810833333,8.04166666666667,6.351304646,5.33482760666667,21.7703333333333,12.5127333333333,7.610808661,3.57071202266667,0,0,0.710677426666667,337.445779266667,11.785825832,12.923693341,5.95671462033333,5.25056643533333,3.947745305,0.831723373,99.1682766266667,21.7703333333333,325.141666666667,4.69166666666667,0.817206690666667,14.6349063966667
"44","HARV_052","HARV",250,11,0.643855909786069,1.37157722821609,0.638939234657573,1.32543268901436,0.633390218198204,1.24023643991864,9,7,NA,11.2357290856667,3.22206313033333,10.5149173596667,11.6779799866667,11.6833333333333,6.81562260333333,3.87911027233333,22.3196666666667,13.4693666666667,7.763475115,3.44004752133333,0,0,0.648886693,62.7075664233333,5.77497462533333,5.33794321633333,3.66748327966667,8.351609379,3.62063106166667,1.269384119,98.73061588,22.9246666666667,341.291666666667,3.09166666666667,0.783025176,14.50041545
"45","MLBS_062","MLBS",94,10,0.827792444287449,1.90558705216381,0.746165828071691,1.43650143962691,0.746165828071691,1.43650143962691,6,6,NA,8.8168240725,3.8712916425,15.0279842,9.6132862525,8.5875,7.0543904545,5.578323972,20.305,12.625475,7.4110740485,3.522982766,0,0,0.6788858695,407.473792745,13.4927772755,11.593454928,4.6038772645,6.060314368,4.424476139,2.0342932805,97.96570672,20.305,350.5,3.7125,0.8161352085,13.980360135
"46","MLBS_064","MLBS",118,16,0.7850453483886,1.89138361421497,0.597695130082512,1.30275723698916,0.592223096816028,1.27549544785745,12,11,NA,9.92534861933333,3.21059837966667,10.566347147,10.4281811016667,9.8,5.71935098466667,4.585710862,17.9646666666667,13.6751833333333,7.07190347433333,3.175057368,0,0,0.635674951333333,176.9444134,10.061105465,8.57551759166667,3.60514376566667,7.355122538,4.20361898266667,3.935576483,96.0644235166667,17.9646666666667,382.691666666667,3.15833333333333,0.913797799,15.0499594733333
"47","MLBS_065","MLBS",67,12,0.817767199254542,1.92176262138811,0.557949182144159,1.15649440781604,0.556674841293341,1.11700047306018,9,7,NA,14.78925281,3.404863664,11.972622322,15.1717542666667,14.7916666666667,5.123809602,4.760305147,21.768,18.7382,6.11527501433333,2.56276991666667,0,0,0.660209109666667,260.280721133333,11.6318793966667,10.731144302,2.29005865866667,12.2566415826667,5.026389352,8.067058466,91.9329415333333,21.768,337.275,2.43333333333333,0.862148505666667,16.0066316633333
"48","MLBS_069","MLBS",93,11,0.829142758127861,1.95240951069996,0.757717495884689,1.55600984647151,0.757717495884689,1.55600984647151,8,7,NA,9.38900257566667,3.79692167666667,14.6272601266667,10.1117983323333,9.20833333333333,6.46891889933333,5.26543697166667,19.5003333333333,13.818,7.38923780266667,3.46800978266667,0,0,0.667400793666667,303.6723032,12.2200943,12.2303052066667,4.70624317733333,6.53672945933333,4.47511141333333,2.41043177233333,97.58956823,19.5003333333333,408.833333333333,3.64166666666667,0.911993667666667,15.9615521533333
"49","MLBS_071","MLBS",120,13,0.725815800645275,1.79123299793461,0.640686015591611,1.34475243734238,0.636311151009358,1.25700424715914,9,7,NA,9.885890845,3.527654191,12.488545545,10.492898664,9.0075,5.7489693985,4.8586625635,19.1785,13.92032,6.599364884,2.941873835,0,0,0.628383459,183.2046613,9.588133094,9.2621132775,3.26956322,8.0042061575,4.545032933,7.154807629,92.84519237,19.1785,404.6625,2.925,0.914567234,15.912127415
"50","MLBS_072","MLBS",56,12,0.864545342778207,2.18139791784794,0.698544700226411,1.4856283174675,0.691225851482007,1.4236101898752,8,7,NA,11.9136227116667,4.981480309,24.9712834766667,12.91312577,11.6583333333333,6.80294383233333,5.61057894366667,21.2483333333333,15.7296833333333,5.86892307033333,2.57786763566667,2,0.05,0.679004329333333,201.473503643333,9.81557492733333,9.70108427,5.61262030033333,10.275855408,5.384148529,13.939328487,86.0606715133333,21.2483333333333,322.1,3.21666666666667,0.918390184333333,17.2684158433333
"51","MLBS_074","MLBS",99,13,0.764789121681693,1.85303833076872,0.650842403650291,1.332729723036,0.650842403650291,1.332729723036,9,9,NA,10.6482313966667,3.22266424866667,10.454176698,11.1149489866667,10.09,6.81864677666667,4.663067047,19.0073333333333,14.6712416666667,7.01043552733333,3.33885252466667,0,0,0.649211797333333,227.50693158,10.937522843,9.29948092,3.23464866833333,7.89710365866667,4.768737419,3.985923156,96.0140768433333,19.5593333333333,379.811666666667,2.88333333333333,0.913838210333333,15.5381709633333
"52","MLBS_075","MLBS",138,12,0.762625997573519,1.71468518927902,0.589022308421767,1.09990930172798,0.54576285094791,0.957041387364706,8,7,NA,11.030984609,3.72460926066667,14.2911749866667,11.6599018833333,10.5833333333333,6.438872663,5.87710154366667,20.193,15.9671916666667,7.39267140033333,3.19814461266667,0,0,0.656818181666667,626.1421434,18.0091538033333,15.6452274566667,3.967980887,7.76079389833333,4.89820958133333,2.22547832333333,97.7745216766667,20.193,326.925,3.44166666666667,0.871254066333333,15.9708971266667
"53","MLBS_076","MLBS",164,14,0.8096218618071,1.92176433768017,0.758082385326742,1.58120038497258,0.757979780108309,1.57298999579641,10,9,NA,10.7666328693333,3.66505687533333,13.4364704333333,11.3759664193333,10.0333333333333,6.767437161,4.64075155366667,19.693,14.5882833333333,6.666822483,3.03218238,0,0,0.669222298333333,119.89834832,7.99795629566667,7.083214423,3.53201603266667,8.83190526766667,4.60768672933333,5.30116635733333,94.69883364,19.7416666666667,353.441666666667,3.05,0.895722081333333,15.6531516233333
"54","OSBS_025","OSBS",31,3,0.371637501333539,0.558635735747163,0.371637501333539,0.558635735747163,0.371637501333539,0.558635735747163,3,3,NA,5.59569671266667,5.41250375966667,30.3310727833333,7.82758834933333,5.43333333333333,5.41091795033333,5.330438509,15.613,6.10164166666667,1.83495500233333,1.00174138966667,20,0.5,0.896111111333333,2.861921716,0.627619108333333,1.42957909466667,5.89155282633333,9.66840534233333,2.24296303233333,69.0914038033333,30.9085961966667,15.613,236.566666666667,2.69166666666667,0.937946700666667,8.38353644733333
