plot,siteid,plotid,mean.height,height.2,mean.height.var,mean.height.rms,transect.length,mode.el,max.el,mode.2,max.can.ht,mean.max.ht,mean.vai,mean.peak.vai,deep.gaps,deep.gap.fraction,porosity,std.std,mean.std,rugosity,top.rugosity,plot_1,mean.return.ht,sd.return.ht,sky.fraction,cover.fraction,max.ht,scan.density,rumple,clumping.index,enl
ARNO_03_2.CSV,ARNO,ARNO_03,6.099800045,3.940769904,15.52966743,7.235259936,40,5.8,7.866620086,4.586490754,21.772,9.08065,7.226433445,3.800846256,0,0,0.760869565,156.5514407,6.285328271,10.81878409,5.544658088,ARNO_03_2.CSV,3.888348634,3.554446726,2.06284658,97.93715342,21.772,338.25,5.95,0.804633988,12.03381402
ARNO_03_3.CSV,ARNO,ARNO_03,6.269302051,4.003075509,16.02461353,7.411352535,40,6.5,8,4.841063668,21.294,7.9146,7.727362329,4.144902545,0,0,0.745454545,130.5131049,5.632198902,9.939388334,5.256051613,ARNO_03_3.CSV,4.151185584,3.730329082,0.983733042,99.01626696,21.294,388.95,3.425,0.738203893,11.37777778
ARNO_03_4.CSV,ARNO,ARNO_03,6.645803865,3.614007934,13.06105335,7.543290795,40,6.7,8,4.707876651,25.012,8.6316,7.67702565,4.005186123,0,0,0.770192308,190.628442,5.89021399,12.48734644,5.700378574,ARNO_03_4.CSV,4.320181899,3.049489246,0.679187338,99.32081266,25.012,423.425,4.225,0.796818888,12.8737886
ARNO_03_5.CSV,ARNO,ARNO_03,5.454369224,1.32630365,1.759081373,5.609389269,40,5.05,8,1.920870529,11.051,6.80435,8,3.872388108,0,0,0.616666667,15.15551408,2.72553578,2.779742576,2.122856549,ARNO_03_5.CSV,3.30549739,1.579990311,0,100,14.438,335.425,2.925,0.73068547,7.356801391
ARNO_03_6.CSV,ARNO,ARNO_03,5.89445473,2.67860503,7.174924909,6.460661603,40,5.775,8,3.392960284,16.699,8.6281,6.697914714,3.612186222,0,0,0.704166667,28.36481236,4.074670736,3.42955839,3.487537496,ARNO_03_6.CSV,4.283015826,2.911746689,3.758406963,96.24159304,16.699,379.275,4,0.841564853,10.86162317
ARNO_04_1.CSV,ARNO,ARNO_04,7.4579292,3.392563203,11.50948509,8.175723571,40,7.275,8,4.568495797,23.279,10.49905,7.538708131,3.896887541,0,0,0.780208333,100.616687,6.46369639,7.670548612,4.887980475,ARNO_04_1.CSV,5.047633853,3.228357063,1.42359816,98.57640184,23.279,402.275,4.625,0.872498912,13.27004471
ARNO_04_2.CSV,ARNO,ARNO_04,5.92072592,2.783028955,7.745250166,6.527374229,40,5.975,7.939319202,4.227428751,21.36,8.8367,7.60569239,3.781751964,0,0,0.772727273,184.8623263,6.894317908,11.71881849,4.795149628,ARNO_04_2.CSV,3.54907718,2.404162011,1.191560945,98.80843906,21.36,356.8,5.375,0.728919986,9.751340809
ARNO_04_3.CSV,ARNO,ARNO_04,8.055295003,3.378716585,11.41572576,8.718836517,40,7.8,6.035311022,3.910538031,19.704,10.4796,7.8548807,3.869615711,0,0,0.70952381,178.9388008,8.307565229,10.48442467,4.524153213,ARNO_04_3.CSV,4.886078389,3.307698071,0.328558286,99.67144171,19.704,380.575,4.825,0.822112259,12.79243661
ARNO_04_4.CSV,ARNO,ARNO_04,9.129008264,4.943353789,24.43674668,10.35203458,40,8.45,8,6.105693014,25.726,12.96075,6.776350612,3.475410218,0,0,0.806481481,563.0533566,14.12888391,19.06378756,7.190216051,ARNO_04_4.CSV,5.851239883,4.991028609,11.13518198,88.86481802,25.726,404.025,5.575,0.928379753,17.90938909
ARNO_04_5.CSV,ARNO,ARNO_04,7.126881543,4.490545664,20.16500036,8.393647353,40,7.075,7.304248408,6.342318188,24.264,10.889425,7.567377594,3.977624019,0,0,0.774,829.7634831,14.75165072,24.74171142,7.317280064,ARNO_04_5.CSV,4.238335307,4.068844223,0.904191617,99.09580838,24.264,417.625,5.475,0.864510157,15.14709371
ARNO_05_1.CSV,ARNO,ARNO_05,7.64139259,3.627631804,13.1597125,8.443186542,50,7.18,7.412853171,4.897687918,25.127,10.55882,7.524581776,4.085014003,0,0,0.797692308,389.313723,9.703528484,17.18008318,5.382969625,ARNO_05_1.CSV,5.304810485,3.589897242,1.847353618,98.15264638,25.127,313,5.26,0.870335179,13.60255654
ARNO_05_2.CSV,ARNO,ARNO_05,7.796451248,3.979797131,15.83878521,8.730834303,40,7.525,5.987217893,5.237867544,26.285,13.135225,7.360832932,3.610686,0,0,0.781481481,360.4775732,13.04731622,13.79293705,6.697395741,ARNO_05_2.CSV,4.73257259,3.623237013,2.117379565,97.88262043,26.285,351.975,5.525,0.835396363,13.87543597
ARNO_05_3.CSV,ARNO,ARNO_05,8.255339285,4.989136862,24.89148663,9.613523089,40,8.15,8,6.170857897,23.839,12.411675,7.424931991,3.905400984,0,0,0.759,280.396008,10.42204312,13.10637345,6.691560032,ARNO_05_3.CSV,5.360493404,4.63769312,1.984097496,98.0159025,23.839,336.55,6.45,0.906206663,17.08767284
ARNO_05_4.CSV,ARNO,ARNO_05,7.54973437,4.76977263,22.75073094,8.904729383,50,7.1,7.892597229,5.433268644,24.624,11.4412,7.663857143,3.989754971,0,0,0.779230769,455.0807432,12.19237374,17.50504972,7.337275892,ARNO_05_4.CSV,4.473258158,4.221346713,0.806870193,99.19312981,24.624,423.98,5.78,0.778837238,12.768408
ARNO_05_5.CSV,ARNO,ARNO_05,7.601543465,4.327565913,18.72782673,8.720269153,40,7.45,7.406321561,4.803577726,23.345,10.6111,7.407245991,3.695684546,0,0,0.765625,196.9708878,7.665097347,11.75657988,6.139887716,ARNO_05_5.CSV,5.057761265,4.396299604,1.788595076,98.21140492,23.345,356.55,4.5,0.804244602,12.65308673
ARNO_05_6.CSV,ARNO,ARNO_05,8.567847443,4.369873619,19.09579544,9.593039684,40,9.325,6.816155269,6.260939145,26.449,11.4756,7.963197522,3.41417412,0,0,0.763888889,497.2304971,13.30855552,17.89169771,6.064282737,ARNO_05_6.CSV,5.257671471,4.344842313,0.600563028,99.39943697,26.449,399.75,4.275,0.820948665,14.40199336
ARNO_06_1.CSV,ARNO,ARNO_06,6.43932844,2.920174533,8.527419304,7.055436526,40,6.775,6.888639834,5.49352766,26.149,10.02985,7.379311418,3.544233808,0,0,0.784259259,422.3666738,10.703274,17.5444179,5.628175118,ARNO_06_1.CSV,4.173241671,2.551615549,1.867117593,98.13288241,26.149,354.95,4.775,0.623911204,9.641093944
ARNO_06_2.CSV,ARNO,ARNO_06,5.161653736,2.813565247,7.916149397,5.8618184,40,4.875,7.770323483,3.673798426,27.117,10.239525,7.424318726,3.698470205,0,0,0.788392857,229.1316312,7.365932792,13.2240185,6.662280756,ARNO_06_2.CSV,3.441008324,2.337544773,1.296330108,98.70366989,27.117,410.9,5.575,0.5894682,9.454468945
ARNO_06_3.CSV,ARNO,ARNO_06,6.419829373,3.444475469,11.86441126,7.265122859,40,6.175,7.327787172,4.99172392,28.14,11.599975,7.482929075,3.826819691,0,0,0.79137931,281.8215207,11.19667807,12.50823412,5.957202973,ARNO_06_3.CSV,3.849397622,3.091738627,1.351195952,98.64880405,28.14,434.925,7.425,0.727453204,12.8825341
ARNO_06_4.CSV,ARNO,ARNO_06,7.298965342,4.219855362,17.80717927,8.404575828,40,7.075,7.408137965,6.378600039,26.217,14.634325,7.644624391,3.601699276,0,0,0.773148148,1436.22006,23.01327427,30.10995296,8.376685815,ARNO_06_4.CSV,3.765657344,3.154180469,0.643394935,99.35660507,26.217,365.375,7.7,0.748354488,12.94479189
ARNO_06_5.CSV,ARNO,ARNO_06,6.771314912,3.88651154,15.10497195,7.783190431,40,7.1,5.640079017,6.697875668,29.175,12.887825,7.359228411,3.32249684,0,0,0.780833333,1495.954967,20.47845517,32.81139803,6.856132377,ARNO_06_5.CSV,3.562932229,2.91625667,1.402352015,98.59764799,29.175,508.2,5,0.732684913,13.07789752
ARNO_06_6.CSV,ARNO,ARNO_06,8.022726433,4.644354284,21.57002672,9.240936936,40,8.075,6.779214495,6.669438526,23.981,13.0916,7.844282033,3.862583271,0,0,0.745,991.6154553,20.37854397,24.00688237,7.349130061,ARNO_06_6.CSV,4.105551308,4.246246516,0.294278675,99.70572132,23.981,365.425,8.05,0.745401118,14.93111366
ARNO_11_1.CSV,ARNO,ARNO_11,10.41416186,5.066393326,25.66834134,11.54415424,30,10.46666667,6.98699383,7.449755068,26.314,15.3756,7.870547492,3.43390864,0,0,0.765432099,1339.708461,26.24468617,25.51323008,7.889086821,ARNO_11_1.CSV,6.131685315,5.193355735,0.432741,99.567259,26.314,362.1666667,6.533333333,0.868022504,16.13047364
ARNO_11_2.CSV,ARNO,ARNO_11,10.69037747,6.230604615,38.82043387,12.33426501,40,11.175,7.280584007,8.289280999,26.943,15.907625,7.715677613,3.406814393,0,0,0.735714286,979.0705242,21.66196844,22.5794076,8.131278175,ARNO_11_2.CSV,6.191468908,5.28031202,0.948998959,99.05100104,26.943,408.45,8.025,0.896114265,19.53098529
ARNO_11_3.CSV,ARNO,ARNO_11,7.798773151,4.723596096,22.31236008,9.087101503,40,8.25,7.238091409,7.358058551,27.17,12.54375,7.394626451,3.596494722,0,0,0.789285714,1197.240855,20.86681719,27.60102888,8.256286661,ARNO_11_3.CSV,4.51852463,4.132555609,2.038990093,97.96100991,27.17,391.25,8.7,0.830415438,14.37687145
ARNO_11_4.CSV,ARNO,ARNO_11,8.53181615,6.24877283,39.04716188,10.52914382,40,7.975,7.382215123,7.318706275,27.151,13.3421,7.628585224,3.82761911,0,0,0.791964286,478.604974,14.18335586,16.65645192,8.313757103,ARNO_11_4.CSV,5.620069802,5.754458508,0.987324033,99.01267597,27.151,392.6,6.75,0.83295799,15.54222731
ARNO_11_5.CSV,ARNO,ARNO_11,7.34358169,4.86939399,23.71099783,8.777608724,40,7.575,6.843201368,6.562861712,26.589,11.818575,7.686597557,3.850685665,0,0,0.78125,823.1891971,15.78616254,23.95801054,7.716345235,ARNO_11_5.CSV,4.405567917,4.338827369,1.030927835,98.96907216,26.589,363.875,5.9,0.741505043,13.05175038
ARNO_11_6.CSV,ARNO,ARNO_11,6.747630221,4.11405011,16.9254083,7.876089556,40,6.75,5.247278408,6.037277362,24.269,11.032875,7.273830371,3.398255239,0,0,0.759,704.7047533,15.1244619,21.81640221,6.599701074,ARNO_11_6.CSV,3.598068748,3.297983794,2.131673269,97.86832673,24.269,397.7,5.6,0.745552269,12.44503964
ARNO_12_1.CSV,ARNO,ARNO_12,15.22115763,6.682860312,44.66062195,16.59671802,50,15.3,7.52574932,7.675165358,28.561,18.48764,7.380739689,3.447523715,0,0,0.774,504.8264651,12.92302386,18.37993252,7.112754031,ARNO_12_1.CSV,11.59817834,7.554994528,2.19364232,97.80635768,28.561,412.22,5.06,0.935834123,21.81078003
ARNO_12_2.CSV,ARNO,ARNO_12,12.6429634,6.845790528,46.86484795,14.33658781,40,12.575,8,8.918110355,26.796,17.03455,7.698066359,3.51050131,0,0,0.766071429,1813.766305,25.90457713,33.80412976,7.953136798,ARNO_12_2.CSV,8.109208434,7.182846237,1.184721182,98.81527882,26.796,367.3,6.1,0.928981799,20.33293839
ARNO_12_3.CSV,ARNO,ARNO_12,14.3268941,8.077404862,65.24446931,16.39735504,40,14.85,7.348258483,8.627772687,30.015,16.552025,7.77760935,3.577613638,0,0,0.77983871,427.749949,11.20240913,17.3855106,9.354759078,ARNO_12_3.CSV,11.05943361,7.880833867,1.056518035,98.94348197,30.015,440.25,4.4,0.952809581,23.83402622
ARNO_12_4.CSV,ARNO,ARNO_12,12.99866159,6.819702531,46.50834261,14.63935918,40,13.375,7.992893057,8.088255176,28.448,17.767725,7.295035459,4.126272647,0,0,0.774137931,529.379676,16.09869218,16.43811991,8.621361734,ARNO_12_4.CSV,9.91612431,6.613472358,2.041920216,97.95807978,28.448,369.875,6.275,0.971077966,24.49821556
ARNO_12_5.CSV,ARNO,ARNO_12,7.450549967,4.61173941,21.26814039,8.731960358,40,6.925,8,5.55341198,27.378,12.07815,7.44048967,3.95417791,0,0,0.795535714,602.4631282,15.10617098,19.34597442,7.791688809,ARNO_12_5.CSV,4.519642616,4.572600995,1.590470486,98.40952951,27.378,375.8,9.625,0.800611967,13.55414836
ARNO_12_6.CSV,ARNO,ARNO_12,12.73885617,6.661739753,44.37877654,14.34467349,50,12.6,6.612533535,7.848046683,29.02,18.06678,7.550342015,3.504029207,0,0,0.766,1091.64341,21.42117739,25.15505057,8.332633088,ARNO_12_6.CSV,8.75550887,7.137991891,1.13085622,98.86914378,29.02,260.1,7.26,0.943308501,22.85308848
ARNO_35_1.CSV,ARNO,ARNO_35,13.67308287,7.611876444,57.94066299,15.60273507,40,14.725,7.191151666,9.42170843,28.502,18.427775,7.854839725,3.488875159,0,0,0.766666667,1763.302768,27.24917134,31.94973286,9.336501059,ARNO_35_1.CSV,9.824498046,8.210735097,0.427317818,99.57268218,28.502,327.75,6.825,0.941218862,22.41280732
ARNO_35_2.CSV,ARNO,ARNO_35,8.936239044,6.469023957,41.84827096,10.99398353,50,8.86,7.986306378,7.114257028,30.78,11.3488,7.829116415,4.171209664,0,0,0.836875,681.202396,10.70762656,23.80229253,8.129827345,ARNO_35_2.CSV,6.254629442,5.726668171,0.572005384,99.42799462,30.78,237.88,6.02,0.853341589,15.19540486
ARNO_35_3.CSV,ARNO,ARNO_35,9.659098586,7.661709448,58.70179166,12.28112134,50,8.98,8,9.087982646,28.318,15.26138,7.333832096,3.802821389,0,0,0.802068966,2198.983662,24.52280866,39.97018285,10.1744937,ARNO_35_3.CSV,7.030413019,7.957108254,1.471160582,98.52883942,28.318,257.06,8.72,0.859151676,15.35875443
ARNO_35_4.CSV,ARNO,ARNO_35,9.562531894,5.828494437,33.9713474,11.16843484,50,9.5,7.014021691,7.442980531,26.168,15.10886,7.542883476,3.67151398,0,0,0.767407407,873.0681771,19.2111787,22.44991737,7.860637052,ARNO_35_4.CSV,6.619534219,6.145827043,1.291885345,98.70811465,26.168,297.36,6.98,0.872799329,16.83674863
ARNO_35_5.CSV,ARNO,ARNO_35,5.859035067,2.884936614,8.322859268,6.514835355,40,5.9,7.548084889,4.980989501,25.243,8.36345,7.937775412,4.269203496,0,0,0.825,318.0747999,8.289954797,15.79086601,5.157647874,ARNO_35_5.CSV,3.4223973,2.360134564,0.616179686,99.38382031,25.243,251.675,4.9,0.73901847,8.942764579
ARNO_36_1.CSV,ARNO,ARNO_36,8.475565497,4.075341511,16.60840843,9.382345587,40,7.85,7.004160493,4.191260749,22.452,11.065175,7.934052698,4.123155217,0,0,0.75,131.9716178,7.091769064,9.037611926,5.799963881,ARNO_36_1.CSV,5.462073526,4.014915583,1.414111343,98.58588866,22.452,336.025,4.175,0.832182931,12.83980583
ARNO_36_2.CSV,ARNO,ARNO_36,6.349321549,1.80802335,3.268948433,6.595537041,40,6.375,7.32668481,2.456675886,14.051,7.7962,7.897845263,4.017526631,0,0,0.626666667,15.88003691,3.070074541,2.540606073,2.465465715,ARNO_36_2.CSV,4.011408535,2.05141991,0.170670868,99.82932913,14.051,380.975,2.425,0.698436016,8.93765586
ARNO_36_3.CSV,ARNO,ARNO_36,5.800356642,1.971169761,3.885510225,6.118211311,40,5.475,6.844186179,2.736153954,20.742,8.070975,7.688879477,3.74701679,0,0,0.761363636,164.9377805,6.560419354,11.04077345,4.486962575,ARNO_36_3.CSV,3.53079244,2.156074088,1.420659764,98.57934024,20.742,415.425,3.95,0.655274238,9.0815486
ARNO_36_4.CSV,ARNO,ARNO_36,6.703155943,2.986628579,8.919950266,7.323199513,40,6.675,7.686271383,4.109947283,20.789,8.509025,7.915308524,4.171873745,0,0,0.751136364,105.4417519,4.731584393,9.113389109,4.522600951,ARNO_36_4.CSV,4.327197063,2.61558309,0.342604959,99.65739504,20.789,430.65,4.625,0.698530104,9.597958775
ARNO_36_5.CSV,ARNO,ARNO_36,7.391216579,2.104268866,4.427947461,7.677716541,40,7.75,7.010164257,2.618964368,17.044,8.8125,8,3.953710345,0,0,0.6625,24.39179442,3.536969805,3.446975344,2.453614048,ARNO_36_5.CSV,4.636324975,2.404558522,0.345772443,99.65422756,17.044,383.325,3.175,0.6895009,9.265495057
ARNO_36_6.CSV,ARNO,ARNO_36,6.959449611,2.869140621,8.231967901,7.513994117,40,7.125,7.531399189,3.729215907,20.243,9.743575,7.841339102,4.16279703,0,0,0.720238095,119.060066,7.52116235,7.90519974,4.963276099,ARNO_36_6.CSV,4.165700125,2.671827605,0.472460525,99.52753948,20.243,402.275,4.9,0.827377487,12.68665288
FERN_03_13_1.CSV,FERN,FERN_03_13,11.26969901,4.758608839,22.64435808,12.18680663,20,11.95,3.851779484,7.214568594,24.9,18.9305,7.603225287,2.914811981,0,0,0.644230769,932.8778235,25.98753206,16.04761667,4.769661397,FERN_03_13_1.CSV,6.736552523,4.857664594,1.323978726,98.67602127,24.9,442,5.25,0.929989828,21.4040025
FERN_03_13_2.CSV,FERN,FERN_03_13,9.70693171,4.359941461,19.00908954,10.59637477,20,9.65,7.486675651,6.098101516,25.975,14.876,7.982599261,3.586528357,0,0,0.735185185,627.3931124,18.18476801,17.22519448,7.098437841,FERN_03_13_2.CSV,6.01921358,4.310080344,1.050208603,98.9497914,25.975,347.7,7.1,0.860596309,16.50443906
FERN_03_13_3.CSV,FERN,FERN_03_13,11.11401422,6.135169403,37.6403036,12.62060222,20,11.55,7.271166621,9.4561314,26.724,16.6326,7.624723756,3.800699563,0,0,0.764285714,2302.133919,35.38435987,32.40495326,9.315322614,FERN_03_13_3.CSV,6.265091118,6.204534656,1.16889313,98.83110687,26.724,419.35,7.4,0.877003089,17.35458167
FERN_03_13_4.CSV,FERN,FERN_03_13,8.884356225,4.777161131,22.82126847,10.03055286,20,8.55,7.769633867,6.589265593,25.332,14.79335,7.953376127,3.732820062,0,0,0.748076923,1132.885656,19.87046271,27.16708243,8.130151622,FERN_03_13_4.CSV,5.025241275,3.897316552,0.108945648,99.89105435,25.332,413.2,9,0.835193844,14.78122308
FERN_07_08_1.CSV,FERN,FERN_07_08,16.11959993,4.223579351,17.83862253,16.63695265,20,16.35,6.780541971,5.070814323,23.301,19.54915,7.891781728,3.530423482,0,0,0.66875,159.9324823,9.473888254,8.377226489,3.659897328,FERN_07_08_1.CSV,12.0324216,5.284021629,1.346760495,98.6532395,23.301,412.25,2.95,0.865527613,16.82035928
FERN_07_08_2.CSV,FERN,FERN_07_08,14.1156197,4.694990458,22.0429354,14.83885131,20,14.6,4.784461373,5.95951252,23.167,17.7732,7.777199058,3.203523846,0,0,0.677083333,301.6540033,13.57610719,10.83251203,4.807992322,FERN_07_08_2.CSV,10.05524156,5.066517206,1.211288711,98.78871129,23.167,400.55,4.25,0.900010356,17.86245353
FERN_07_08_3.CSV,FERN,FERN_07_08,14.80099902,4.691094285,22.00636559,15.49114649,20,14.9,7.055222878,6.332040496,25.164,20.19215,7.516423299,2.976370673,0,0,0.661538462,489.5773182,15.82061242,15.46885713,4.761600563,FERN_07_08_3.CSV,11.7101315,5.869872538,1.921892325,98.07810768,25.164,406,3.7,0.880199533,18.86479903
FERN_07_08_4.CSV,FERN,FERN_07_08,14.7114149,2.403723399,5.777886177,14.89680235,20,15,6.97225474,3.583588322,22.918,17.94635,6.995630263,3.046275694,0,0,0.652083333,221.0479229,9.158760291,11.71174764,2.580900644,FERN_07_08_4.CSV,11.78763969,4.182586384,3.399399399,96.6006006,22.918,416.4,3.65,0.759941368,15.16530723
FERN_07_15_1.CSV,FERN,FERN_07_15,13.80436798,3.680969163,13.54953398,14.26298119,20,14.45,4.876589761,6.492708461,23.277,20.01675,7.839418084,2.950771106,0,0,0.6125,690.7284944,22.07649474,14.26032519,2.736103508,FERN_07_15_1.CSV,8.621342221,4.946607996,1.703163017,98.29683698,23.277,452.25,3.3,0.936018431,20.35058824
FERN_07_15_2.CSV,FERN,FERN_07_15,13.34660637,5.144165068,26.46243424,14.25732142,20,12.05,6.226075686,7.803339366,24.575,20.106,7.469794259,3.146730271,0,0,0.690384615,986.8768142,26.30070011,17.1799298,5.498962629,FERN_07_15_2.CSV,9.178130284,6.602407405,2.294831166,97.70516883,24.575,457.7,4.65,0.924013131,20.36213668
FERN_07_15_3.CSV,FERN,FERN_07_15,12.10814218,5.416165918,29.33485325,13.20890675,20,12.35,7.050428498,7.603842519,24.678,19.007,7.809793217,3.663559926,0,0,0.705769231,1454.749206,31.67298629,21.25020342,6.340635167,FERN_07_15_3.CSV,7.354879299,6.169684222,1.166583041,98.83341696,24.678,398.75,6.1,0.950317053,21.73537604
FERN_07_15_4.CSV,FERN,FERN_07_15,15.48039449,4.193704459,17.58715709,16.01094666,20,15.95,6.093278341,5.155222186,23.574,19.31815,6.85730003,2.906489784,0,0,0.694,425.4123002,15.4105901,13.70861091,4.470851565,FERN_07_15_4.CSV,11.05717697,6.010845281,5.361305361,94.63869464,23.574,429.15,3.9,0.898383884,17.96546431
FERN_W15_side.CSV,FERN,FERN_W15,20.34057661,8.388429446,70.36574858,21.96236922,40,20.65,6.484502303,9.804629989,36.111,27.3652,7.312701522,3.184969502,0,0,0.771621622,3168.601731,35.81294255,43.42850305,9.599567178,FERN_W15_side.CSV,15.83275084,10.21074538,1.804574386,98.19542561,37.084,357.55,7.05,0.945073183,27.70223084
FERN_W15_up.CSV,FERN,FERN_W15,15.24530867,9.323690333,86.93120142,17.80947382,40,14.125,6.812348835,11.52741993,37.115,24.054575,7.423442865,3.366189954,0,0,0.809868421,5876.871546,46.79629781,60.72049125,11.05843447,FERN_W15_up.CSV,11.3195175,10.43684247,2.424959338,97.57504066,37.115,338.275,7,0.932131712,25.91405523
FERN_W3_04A1.CSV,FERN,FERN_W3_04,19.60161874,6.405955641,41.03626768,20.59693711,40,18.95,5.464145787,9.842216761,34.566,27.673175,7.72094504,2.87864116,0,0,0.729861111,2832.995101,43.22803936,31.05369082,6.24435124,FERN_W3_04A1.CSV,13.24463751,8.819327282,1.20835609,98.79164391,34.566,366.325,4.925,0.947527391,28.76278274
FERN_W3_06_1.CSV,FERN,FERN_W3_06,15.13232448,5.540736963,30.69976609,16.06710995,20,13.1,6.080520782,8.638347795,27.828,24.4801,7.277248772,3.105223664,0,0,0.720689655,2167.119834,41.62056834,20.85301238,1.886740071,FERN_W3_06_1.CSV,11.55811828,8.095339519,1.03829954,98.96170046,27.828,510.6,2.45,0.823461218,16.56818182
FERN_W3_06_2.CSV,FERN,FERN_W3_06,15.71327798,4.540476385,20.6159258,16.32458987,20,14.75,5.830542066,7.180932354,25.077,20.3784,6.984592877,2.837859598,0,0,0.734615385,1455.272711,24.69730456,29.07431613,3.762198565,FERN_W3_06_2.CSV,12.1430638,7.370696635,2.221679688,97.77832031,25.077,409.75,3,0.928080058,19.19758065
FERN_W3_06_3.CSV,FERN,FERN_W3_06,16.20415561,5.760641453,33.18498995,17.14935566,20,17.75,4.735020145,8.384666456,26.708,22.0368,7.253627551,2.680133574,0,0,0.625,634.7548408,19.75062116,15.64186065,5.247990238,FERN_W3_06_3.CSV,11.98740951,6.701974347,2.165605096,97.8343949,26.708,471.15,3.7,0.90090693,22.05
FERN_W3_06_4.CSV,FERN,FERN_W3_06,17.43612942,5.973476662,35.68242344,18.38251646,20,17.6,8,7.59778361,27.535,23.26435,7.855877536,3.320834547,0,0,0.720689655,925.856183,25.21127505,17.03666027,5.798206558,FERN_W3_06_4.CSV,12.54504247,7.120891858,0.85825399,99.14174601,27.535,373,5.25,0.866270893,18.53389831
