"","plotid","npp_mc"
"1","SERC_044",7.12837595566744
"2","SERC_044",5.89384635225072
"3","SERC_044",6.94399846507936
"4","SERC_044",3.80811267142829
"5","SERC_044",8.0930629039535
"6","SERC_044",8.30646681422217
"7","SERC_044",4.49464171302486
"8","SERC_044",5.06885884787313
"9","SERC_044",7.61050405239679
"10","SERC_044",6.10165696444896
"11","SERC_044",9.06308418606885
"12","SERC_044",3.99164378756532
"13","SERC_044",7.89868955759515
"14","SERC_044",11.6278373102354
"15","SERC_044",7.62249635875625
"16","SERC_044",4.47086370698784
"17","SERC_044",3.80150187964236
"18","SERC_044",3.40026579158957
"19","SERC_044",6.37321306973528
"20","SERC_044",9.15054823736591
"21","SERC_044",3.64790466681019
"22","SERC_044",10.6653290295186
"23","SERC_044",6.60135291483347
"24","SERC_044",5.38421706439091
"25","SERC_044",6.31552127073325
"26","SERC_044",5.05290413032833
"27","SERC_044",6.69734688340798
"28","SERC_044",5.10680937289596
"29","SERC_044",4.64389778576948
"30","SERC_044",8.57019016418726
"31","SERC_044",5.90565275229269
"32","SERC_044",7.0531472560699
"33","SERC_044",5.59883764029727
"34","SERC_044",6.48544952250781
"35","SERC_044",3.83162916906258
"36","SERC_044",7.98745295283946
"37","SERC_044",5.48412620061371
"38","SERC_044",5.02726901038815
"39","SERC_044",6.71980342580913
"40","SERC_044",6.23597588387311
"41","SERC_044",4.70872007155776
"42","SERC_044",4.77201025078495
"43","SERC_044",3.45172197268834
"44","SERC_044",10.0182097393924
"45","SERC_044",9.53411415335091
"46","SERC_044",7.52307031011122
"47","SERC_044",7.41788944927573
"48","SERC_044",6.12198625136493
"49","SERC_044",7.75965011953148
"50","SERC_044",7.09609725994169
"51","SERC_044",6.25474746575737
"52","SERC_044",4.21460934145048
"53","SERC_044",6.12573397284293
"54","SERC_044",8.83708792934121
"55","SERC_044",6.51622421456382
"56","SERC_044",6.85648369579175
"57","SERC_044",4.20970935186177
"58","SERC_044",5.0766067216471
"59","SERC_044",5.67068887692801
"60","SERC_044",4.87579412402033
"61","SERC_044",5.12428326262865
"62","SERC_044",4.92476004939981
"63","SERC_044",4.37977692228812
"64","SERC_044",7.1416856525774
"65","SERC_044",3.44608563476097
"66","SERC_044",6.90123070224191
"67","SERC_044",4.32970933283115
"68","SERC_044",6.05074922250532
"69","SERC_044",5.5787162168299
"70","SERC_044",5.92390285211745
"71","SERC_044",5.84302620420649
"72","SERC_044",6.79301834121386
"73","SERC_044",5.96490142030297
"74","SERC_044",6.08745201200301
"75","SERC_044",4.59578389791388
"76","SERC_044",6.12012105149335
"77","SERC_044",6.23087216194972
"78","SERC_044",6.4357730262712
"79","SERC_044",3.12780412174902
"80","SERC_044",3.91906639227751
"81","SERC_044",4.54765441086997
"82","SERC_044",4.85777510860486
"83","SERC_044",6.18915093191867
"84","SERC_044",5.99266759309779
"85","SERC_044",4.19419016751762
"86","SERC_044",8.34433689645507
"87","SERC_044",3.70545431393278
"88","SERC_044",5.55035147462524
"89","SERC_044",4.10440841463942
"90","SERC_044",6.99161930681606
"91","SERC_044",5.22555704114316
"92","SERC_044",6.8772441261389
"93","SERC_044",6.68792662202081
"94","SERC_044",6.50742589726331
"95","SERC_044",6.27138007959259
"96","SERC_044",6.81765352633258
"97","SERC_044",10.5768259167824
"98","SERC_044",7.03734614820711
"99","SERC_044",2.93608646532776
"100","SERC_044",4.18617093097492
"101","SERC_044",4.84232366958968
"102","SERC_044",5.1938651005962
"103","SERC_044",4.11836106268982
"104","SERC_044",11.6772403021205
"105","SERC_044",5.42566663407246
"106","SERC_044",4.68477870979145
"107","SERC_044",4.26159549764259
"108","SERC_044",5.87842427379996
"109","SERC_044",3.86081632500977
"110","SERC_044",12.7879524644497
"111","SERC_044",4.29960237937052
"112","SERC_044",7.456856601534
"113","SERC_044",5.2801109135224
"114","SERC_044",5.58832016542996
"115","SERC_044",7.66817525312648
"116","SERC_044",5.53712731878049
"117","SERC_044",4.40754054550042
"118","SERC_044",5.2592365285429
"119","SERC_044",2.96565958009069
"120","SERC_044",4.5911448518883
"121","SERC_044",6.04686815468459
"122","SERC_044",5.0423303337891
"123","SERC_044",6.63927689376929
"124","SERC_044",2.71804845635596
"125","SERC_044",4.66030662882654
"126","SERC_044",3.17182395215867
"127","SERC_044",5.19531585520211
"128","SERC_044",7.0623751449296
"129","SERC_044",11.6589584667499
"130","SERC_044",5.64354424462083
