"","plotid","npp_mc"
"1","OSBS_025",0.0450202159556189
"2","OSBS_025",0.0404973034308009
"3","OSBS_025",0.0411137992423897
"4","OSBS_025",0.0414549954814763
"5","OSBS_025",0.0351676352688583
"6","OSBS_025",0.0252389421143954
"7","OSBS_025",0.039125578588337
"8","OSBS_025",0.0555819017985556
"9","OSBS_025",0.0394897539997846
"10","OSBS_025",0.0314965960650128
"11","OSBS_025",0.0404832133134479
"12","OSBS_025",0.0481345334061903
"13","OSBS_025",0.0418610116583618
"14","OSBS_025",0.0520824351998297
"15","OSBS_025",0.0443868605063477
"16","OSBS_025",0.0307486808601588
"17","OSBS_025",0.0371323242321736
"18","OSBS_025",0.0625001749864296
"19","OSBS_025",0.037853548202904
"20","OSBS_025",0.0585194846312347
"21","OSBS_025",0.045333506065083
"22","OSBS_025",0.0517412094231436
"23","OSBS_025",0.0458694253754116
"24","OSBS_025",0.0502984515485049
"25","OSBS_025",0.0430294104216756
"26","OSBS_025",0.0463406641129543
"27","OSBS_025",0.0675315641988067
"28","OSBS_025",0.0293883094357627
"29","OSBS_025",0.0379241958789244
"30","OSBS_025",0.0397850013177825
"31","OSBS_025",0.058985397712751
"32","OSBS_025",0.071752102934023
"33","OSBS_025",0.0437944954143735
"34","OSBS_025",0.037012735341957
"35","OSBS_025",0.0331121064367459
"36","OSBS_025",0.0328780597794727
"37","OSBS_025",0.034668456602023
"38","OSBS_025",0.0334618245083858
"39","OSBS_025",0.0281833595044944
"40","OSBS_025",0.0340244415266927
"41","OSBS_025",0.0473785410077153
"42","OSBS_025",0.0661713154547761
"43","OSBS_025",0.0412982592640383
"44","OSBS_025",0.0335597232107291
"45","OSBS_025",0.0283788065292015
"46","OSBS_025",0.0396724104649957
"47","OSBS_025",0.0565355523805032
"48","OSBS_025",0.0478015018638554
"49","OSBS_025",0.0304610300161018
"50","OSBS_025",0.0373897627212319
"51","OSBS_025",0.057669952325551
"52","OSBS_025",0.041118055801277
"53","OSBS_025",0.0579477165659651
"54","OSBS_025",0.0522363696592308
