"","plotid","npp_mc"
"1","TALL_055",3.02992709866544
"2","TALL_055",1.46035065547142
"3","TALL_055",3.25320162179252
"4","TALL_055",2.35656898347044
"5","TALL_055",1.66773701292737
"6","TALL_055",3.42360241265708
"7","TALL_055",2.53849980263011
"8","TALL_055",2.30565991932899
"9","TALL_055",2.55697037941154
"10","TALL_055",1.87718088508717
"11","TALL_055",2.54729852774529
"12","TALL_055",2.27363523640847
"13","TALL_055",3.14619448631705
"14","TALL_055",2.58838091007521
"15","TALL_055",3.26486287506047
"16","TALL_055",2.72141696851073
"17","TALL_055",3.26276910281578
"18","TALL_055",1.67121036468107
"19","TALL_055",3.34816468809517
"20","TALL_055",2.76934201226394
"21","TALL_055",2.32949868132018
"22","TALL_055",2.91825818452666
"23","TALL_055",3.66162824242745
"24","TALL_055",2.04785911388938
"25","TALL_055",2.01806645186624
"26","TALL_055",1.99971806714713
"27","TALL_055",2.27439188078562
"28","TALL_055",1.75853904318675
"29","TALL_055",2.35967598156532
"30","TALL_055",2.22262773136042
"31","TALL_055",2.44054825536317
"32","TALL_055",2.35359879305622
"33","TALL_055",2.53017552034791
"34","TALL_055",1.8295679375455
"35","TALL_055",2.02248889312965
"36","TALL_055",2.52787292538806
"37","TALL_055",1.85396608500999
"38","TALL_055",2.88278493161311
"39","TALL_055",3.12485143693639
"40","TALL_055",2.52587222891042
"41","TALL_055",2.96482845958277
"42","TALL_055",4.04663639686869
"43","TALL_055",2.34973535072386
"44","TALL_055",1.95837935036032
"45","TALL_055",1.74318416221557
"46","TALL_055",4.41764844483192
"47","TALL_055",2.48047727253802
"48","TALL_055",3.71501299861952
"49","TALL_055",2.75317473670632
"50","TALL_055",2.92202524259521
"51","TALL_055",3.36291235536626
"52","TALL_055",2.66846502741964
"53","TALL_055",2.20464218014741
"54","TALL_055",2.64490455983699
"55","TALL_055",2.46893510091849
"56","TALL_055",1.94306889683272
"57","TALL_055",2.85304998377009
"58","TALL_055",2.2457096383755
"59","TALL_055",2.79374892034438
"60","TALL_055",2.39519060094604
"61","TALL_055",2.72478666724897
"62","TALL_055",2.42576329794189
"63","TALL_055",2.40644999501707
"64","TALL_055",2.49255456594107
"65","TALL_055",2.82912052181331
"66","TALL_055",3.13111319590847
"67","TALL_055",2.22128103658718
"68","TALL_055",2.45093375371619
"69","TALL_055",2.59803990364275
"70","TALL_055",2.10578847051435
"71","TALL_055",2.77902838166753
"72","TALL_055",3.02485906744726
"73","TALL_055",2.11155879939623
"74","TALL_055",2.59731433294898
"75","TALL_055",2.63430748435635
"76","TALL_055",2.19555404988312
"77","TALL_055",2.50467218196187
"78","TALL_055",4.31906084010319
"79","TALL_055",2.79749819293576
"80","TALL_055",3.62280466051751
"81","TALL_055",2.53051584435212
"82","TALL_055",2.72325765467001
"83","TALL_055",2.49979619250366
"84","TALL_055",2.52149748609309
"85","TALL_055",2.84598663712427
"86","TALL_055",1.98999817002231
"87","TALL_055",2.64192114068796
"88","TALL_055",1.91385973526496
"89","TALL_055",2.15980689421179
"90","TALL_055",2.70595693803162
"91","TALL_055",2.92804334306343
"92","TALL_055",3.1423171622497
"93","TALL_055",2.74412745624082
"94","TALL_055",3.73312190653597
"95","TALL_055",2.85990520948682
